"cidade";"ID"
"Pernambuco";"ESCOLA SAO JOAO BATISTA - ARARIPINA (26001225)"
"Pernambuco";"ESCOLA MOISES BOM DE OLIVEIRA (26001594)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIZIO RODRIGUES COELHO (26001624)"
"Pernambuco";"ESCOLA VITALINA MARIA DE JESUS (26001896)"
"Pernambuco";"ESCOLA JOAO CARLOS LOCIO DE ALMEIDA (26001900)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ARTUR BARROS CAVALCANTI (26001942)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO BARAO DE EXU (26003066)"
"Pernambuco";"ESCOLA PADRE MEDEIROS (26003082)"
"Pernambuco";"ESCOLA SAO VICENTE DE PAULA - EXU (26003210)"
"Pernambuco";"ESCOLA NELSON ARAUJO (26003821)"
"Pernambuco";"ESCOLA NOSSA SENHORA DO BOM CONSELHO (26004453)"
"Pernambuco";"ESCOLA NOSSA SENHORA DO SOCORRO (26004488)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ARAO PEIXOTO DE ALENCAR (26004518)"
"Pernambuco";"ESCOLA JOAQUIM EUGENIO SILVA (26004593)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SAO SEBASTIAO - OURICURI (26005107)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO FERNANDO BEZERRA (26005115)"
"Pernambuco";"ESCOLA NOSSA SENHORA DE FATIMA - OURICURI (26005468)"
"Pernambuco";"ESCOLA SAO VICENTE DE PAULA - OURICURI (26005689)"
"Pernambuco";"ESCOLA DOM IDILIO JOSE SOARES (26006138)"
"Pernambuco";"ESCOLA PROFESSOR TELESFORO SIQUEIRA (26006499)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PRESIDENTE MEDICI - MOREILANDIA (26008181)"
"Pernambuco";"ESCOLA CORONEL CHICO ROMAO (26008467)"
"Pernambuco";"ESCOLA MARIA LUIZA DE BRITO FERREIRA (26008505)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO GOVERNADOR MUNIZ FALCAO (26008530)"
"Pernambuco";"ESCOLA HORTENCIO PEREIRA LIMA (26008548)"
"Pernambuco";"ESCOLA PROFESSORA ANTONIA MARINHO APOLINARIO (26008882)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MANOEL JOAQUIM LEITE (26009315)"
"Pernambuco";"ESCOLA ESTADUAL VALDICLEIWTSON DA SILVA MENEZES (26009323)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO FRANCISCO PIRES (26009390)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA ANTONIO HONORIO SOBRINHO (26009544)"
"Pernambuco";"ESCOLA FRANCISCO ALVES DE CARVALHO (26009617)"
"Pernambuco";"ESCOLA ESTADUAL JANUARIO DA SILVA (26009633)"
"Pernambuco";"ESCOLA ESTADUAL ODILON NUNES (26009927)"
"Pernambuco";"ESCOLA ANDRE NUNES (26010100)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ODORICO MELO (26010151)"
"Pernambuco";"ESCOLA RAIMUNDO BATISTA ANGELIM (26010348)"
"Pernambuco";"ESCOLA EUCLIDES DA CUNHA (26010607)"
"Pernambuco";"CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSORA MARIA DA CONCEICAO CISNEIROS SAMPAIO (26011018)"
"Pernambuco";"ESCOLA ANTONIO VIEIRA DE BARROS (26011050)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO AURA SAMPAIO PARENTE MUNIZ (26011069)"
"Pernambuco";"ESCOLA JOAQUIM VIEIRA (26011115)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR URBANO GOMES DE SA (26011344)"
"Pernambuco";"ESCOLA PROFESSORA MAURINA RODRIGUES DOS SANTOS (26011352)"
"Pernambuco";"ESCOLA LUCIO QUIRINO DE FARIAS (26011395)"
"Pernambuco";"ESCOLA JOSE PEDRO PEREIRA (26011506)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CARLOS PENA FILHO (26011611)"
"Pernambuco";"ESCOLA JOSE VITORINO DE BARROS (26011654)"
"Pernambuco";"ESCOLA PROFESSOR MANUEL LEITE (26011883)"
"Pernambuco";"ESCOLA PROFESSOR ANTONIO PEDRO DOS SANTOS (26011948)"
"Pernambuco";"ESCOLA PROF EPIFANIO BEZERRA (26011956)"
"Pernambuco";"ESCOLA SAO DOMINGOS SAVIO (26011972)"
"Pernambuco";"ESCOLA SANTA LUZIA (26012014)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO AGRICOLA DE UMAS (26012081)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR WALMY CAMPOS BEZERRA (26012359)"
"Pernambuco";"ESCOLA PROFESSOR MANOEL DE QUEIROZ (26013185)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO NAPOLEAO ARAUJO (26013436)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR JOAO PAES (26013452)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANISIO VERAS (26014190)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO NORMAL ESTADUAL PROFESSORA IONE DE GOES BARROS (26014564)"
"Pernambuco";"ESCOLA CONEGO JOAO LEITE GONCALVES DE ANDRADE (26014572)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR ANTONIO DE PADUA SANTOS (26014670)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE SEVERINO DE ARAUJO (26015315)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO GOMES DE LIMA (26015625)"
"Pernambuco";"ESCOLA JOAO GOMES DOS REIS (26016010)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM MENDES DA SILVA (26016028)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO AIRES GAMA (26016540)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO DARIO GOMES DE LIMA (26016729)"
"Pernambuco";"ESCOLA ESTADUAL JOAQUIM ALVES DE FREITAS (26017598)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA ROSETE BEZERRA DE SOUZA (26017750)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ARISTAQUE JOSE DE VERAS (26018020)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO TERESA TORRES (26018314)"
"Pernambuco";"ESCOLA TOME FRANCISCO DA SILVA (26018977)"
"Pernambuco";"ESCOLA SANTA CRUZ (26019370)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA TEREZINHA (26019493)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON SIMOES (26019825)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA - SJ EGITO (26019922)"
"Pernambuco";"ESCOLA PROFESSOR SEBASTIAO FERREIRA RABELO SOBRINHO (26019949)"
"Pernambuco";"ESCOLA MAXIMA VIEIRA DE MELO (26020572)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO METHODIO DE GODOY LIMA (26020882)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL CLOVIS NOGUEIRA ALVES (26020955)"
"Pernambuco";"ESCOLA ANTONIO TIMOTEO (26020963)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CORNELIO SOARES (26020971)"
"Pernambuco";"ESCOLA IRMA ELIZABETH (26020998)"
"Pernambuco";"ESCOLA MANOEL PEREIRA LINS (26021820)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SOLIDONIO LEITE (26021900)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO IRNERO IGNACIO (26021927)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO NOSSA SENHORA DE LOURDES (26022850)"
"Pernambuco";"ESCOLA ARNALDO ALVES CAVALCANTI (26023245)"
"Pernambuco";"ESCOLA PEDRO PIRES FERREIRA (26023334)"
"Pernambuco";"ESCOLA MONSENHOR LUIZ SAMPAIO (26024047)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO OLIMPIO TORRES (26024551)"
"Pernambuco";"ESCOLA ERNESTO DE SOUZA LEITE (26024578)"
"Pernambuco";"CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE ARCOVERDE (26024659)"
"Pernambuco";"CENTRO DE EDUCACAO DE JOVENS E ADULTOS CICERO FRANKLIN CORDEIRO (26024667)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR VITORINO FREIRE (26024675)"
"Pernambuco";"ESCOLA ANTONIO JAPIASSU (26024721)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CARLOS RIOS (26024730)"
"Pernambuco";"ESCOLA INDUSTRIAL DE ARCOVERDE (26024756)"
"Pernambuco";"ESCOLA JORNALISTA EDSON REGIS (26024764)"
"Pernambuco";"ESCOLA LIONS ANTONIO MORENO (26024780)"
"Pernambuco";"ESCOLA MONSENHOR JOSE KEHRLE (26024802)"
"Pernambuco";"ESCOLA NOE NUNES FERRAZ (26025175)"
"Pernambuco";"ESCOLA IMACULADA CONCEICAO (26025256)"
"Pernambuco";"ESCOLA SANTA CECILIA (26025280)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO OSMAR DE SOUZA FERRAZ (26025876)"
"Pernambuco";"ESCOLA GENERAL JOAQUIM INACIO (26025981)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE PEREIRA BURGOS (26026627)"
"Pernambuco";"ESCOLA APOLONIO ALVES DA SILVA (26026902)"
"Pernambuco";"ESCOLA CICERO AUGUSTO GOMES (26026910)"
"Pernambuco";"ESCOLA INDIGENA PEDRO FERREIRA DE QUEIROZ (26027186)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA SAO FRANCISCO DE ASSIS (26027232)"
"Pernambuco";"ESCOLA JOAQUIM GUEDES CORREIA GONDIM NETO (26027488)"
"Pernambuco";"ESCOLA ROZENO VIEIRA (26027577)"
"Pernambuco";"ESCOLA IRACEMA MOURA DE MORAES VERAS (26027615)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA FIRMINO LARANJEIRA (26027658)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PEDRO BEZERRA DE MELO (26027828)"
"Pernambuco";"ESCOLA INOCENCIO CORREIA LIMA (26027836)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO GUILHERME DIAS LIMA (26027917)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA CASTELO BRANCO (26027984)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA EMIDIO PEREIRA LIMA (26028018)"
"Pernambuco";"ESCOLA MARIA GILDETE ARAUJO (26028409)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA AIMBERE (26028506)"
"Pernambuco";"ESCOLA JOEL PEDRO DA SILVA (26028573)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CORONEL MANOEL DE SOUZA NETO (26029243)"
"Pernambuco";"ESCOLA AMARO LAFAYETTE (26029812)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO OLAVO BILAC (26029910)"
"Pernambuco";"ESCOLA PROFESSOR JORGE DE MENEZES (26029936)"
"Pernambuco";"ESCOLA ANTONIO CAVALCANTI FILHO (26030950)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE CALDAS CAVALCANTI (26031272)"
"Pernambuco";"ESCOLA INDIGENA ANTONIO CIRILO DOS SANTOS (26031302)"
"Pernambuco";"ESCOLA INDIGENA HERMENEGILDO ANTONIO DOS SANTOS (26031400)"
"Pernambuco";"ESCOLA INDIGENA JOAO ALBERTO MACIEL (26031469)"
"Pernambuco";"ESCOLA INDIGENA ROSA MARIA DA CONCEICAO (26031833)"
"Pernambuco";"ESCOLA INDIGENA MARIA ROSA DO ESPIRITO SANTO (26031841)"
"Pernambuco";"ESCOLA INDIGENA MANOEL DEODATO DOS SANTOS (26031850)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA MARTILIANO RIBEIRO DE SOUZA (26031884)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA MILITAO PRIMO DOS SANTOS (26031892)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO GUERRA (26031914)"
"Pernambuco";"ESCOLA INDIGENA MARIA ANTONIA DA CONCEICAO PRACA (26032066)"
"Pernambuco";"ESCOLA MINISTRO MARCOS FREIRE (26032082)"
"Pernambuco";"ESCOLA INDIGENA ACILON CIRIACO DA LUZ (26032090)"
"Pernambuco";"ESCOLA INDIGENA BERTO CIRILO DOS SANTOS (26032325)"
"Pernambuco";"ESCOLA NOSSA SENHORA DAS GRACAS - DORMENTES (26033089)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR NILO COELHO (26033356)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JACOB ANTONIO DE OLIVEIRA (26033364)"
"Pernambuco";"ESCOLA INDIGENA SAO FELIX (26033607)"
"Pernambuco";"CENTRO DE EDUCACAO DE JOVENS E ADULTOS JOAO BARRACAO (26033836)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO OTACILIO NUNES DE SOUZA (26033879)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA (26034298)"
"Pernambuco";"ESCOLA ESTADUAL DE ALTERNANCIA (26034310)"
"Pernambuco";"ESCOLA DOM AVELAR BRANDAO VILELA (26034328)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM MALAN (26034336)"
"Pernambuco";"ESCOLA DOUTOR DIEGO REGO BARROS (26034344)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PACIFICO RODRIGUES DA LUZ (26034352)"
"Pernambuco";"ESCOLA EDSON NOLASCO (26034360)"
"Pernambuco";"ESCOLA EDUARDO COELHO (26034379)"
"Pernambuco";"ESCOLA JOAQUIM ANDRE CAVALCANTI (26034425)"
"Pernambuco";"ESCOLA MARECHAL ANTONIO ALVES FILHO (26034441)"
"Pernambuco";"ESCOLA MOYSES BARBOSA (26034476)"
"Pernambuco";"ESCOLA ESTADUAL MONTEIRO LOBATO (26034832)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MANOEL DE PAIVA NETTO (26035049)"
"Pernambuco";"ESCOLA POETA CARLOS DRUMOND DE ANDRADE (26035073)"
"Pernambuco";"ESCOLA PROFESSOR MANOEL XAVIER PAES BARRETO (26035111)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA OSA SANTANA DE CARVALHO (26035120)"
"Pernambuco";"ESCOLA PROFESSORA WILMA WZELY CUNHA COELHO AMORIM (26035138)"
"Pernambuco";"ESCOLA PROFESSORA ADELINA ALMEIDA (26035146)"
"Pernambuco";"ESCOLA FRANCISCO XAVIER DOS SANTOS (26035251)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA JOAO FERREIRA GOMES (26035316)"
"Pernambuco";"ESCOLA ANTONIO CASSIMIRO (26035340)"
"Pernambuco";"ESCOLA ESTADUAL ANTONIO NUNES DOS SANTOS (26035502)"
"Pernambuco";"ESCOLA ESTADUAL DE APLICACAO PROFESSORA VANDE DE SOUZA FERREIRA (26035553)"
"Pernambuco";"ESCOLA DOM ANTONIO CAMPELO (26035561)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO GERCINO COELHO (26035600)"
"Pernambuco";"ESCOLA PADRE LUIZ CASSIANO (26035979)"
"Pernambuco";"ESCOLA POETA JOSE RAULINO SAMPAIO (26036010)"
"Pernambuco";"ESCOLA PROFESSOR SIMAO AMORIM DURANDO (26036037)"
"Pernambuco";"ESCOLA PROFESSOR HUMBERTO SOARES (26036045)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JESUINO ANTONIO DAVILA (26036118)"
"Pernambuco";"ESCOLA NUCLEO DE MORADORES - 11 (26036134)"
"Pernambuco";"ESCOLA MANOEL MARINHO (26036169)"
"Pernambuco";"ESCOLA NUCLEO DE MORADORES - 6 (26036177)"
"Pernambuco";"ESCOLA NUCLEO DE MORADORES-7 (26036193)"
"Pernambuco";"ESCOLA ERIKA THAYNARA DA SILVA LEITE (26036207)"
"Pernambuco";"ESCOLA NUCLEO DE MORADORES - 9 (26036215)"
"Pernambuco";"ESCOLA NOSSA SENHORA APARECIDA - PETROLINA (26036223)"
"Pernambuco";"ESCOLA SAO JOSE - PETROLINA (26036266)"
"Pernambuco";"ESCOLA PROFESSORA JUDITH GOMES DE BARROS (26037599)"
"Pernambuco";"ESCOLA PROFESSOR AGAMENON MAGALHAES (26037653)"
"Pernambuco";"ESCOLA SANTA MARIA (26037700)"
"Pernambuco";"ESCOLA ESTADUAL ANTONIO DE AMORIM COELHO (26037726)"
"Pernambuco";"ESCOLA PADRE MAURILO SAMPAIO (26037904)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO GUMERCINDO CABRAL (26038536)"
"Pernambuco";"ESCOLA ESTADUAL MONSENHOR JOAO PIRES (26038935)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO TERCINA RORIZ (26039702)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO DOUTOR ALIPIO LUSTOSA (26039770)"
"Pernambuco";"ESCOLA CELESTINO NUNES (26040220)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AURELIANO GONCALVES DOS SANTOS (26040280)"
"Pernambuco";"ESCOLA ROSILDA SABAS DE SOUZA (26040301)"
"Pernambuco";"ESCOLA BOM JESUS DOS AFLITOS (26040310)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA MANOEL VICENTE DA SILVA (26040344)"
"Pernambuco";"ESCOLA JOAO LIMA (26040387)"
"Pernambuco";"ESCOLA MANOEL JOAO DE SOUZA (26040441)"
"Pernambuco";"ESCOLA OLHO DAGUA DO PADRE (26040468)"
"Pernambuco";"ESCOLA OLIMPIO PEREIRA (26040476)"
"Pernambuco";"ESCOLA QUINTINO DE MENEZES (26040506)"
"Pernambuco";"ESCOLA SAGRADA FAMILIA (26040522)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA TIA AMELIA CAXIADO (26040530)"
"Pernambuco";"ESCOLA SANTA ANA (26040549)"
"Pernambuco";"ESCOLA VICENTE MUNIZ (26040557)"
"Pernambuco";"ESCOLA GOV ESTACIO COIMBRA (26040581)"
"Pernambuco";"ESCOLA ANTONIO DUDU (26040603)"
"Pernambuco";"ESCOLA EMILIANO QUIRINO DE SA (26040646)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA COSME E DAMIAO (26040697)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA PEDRO FRANCISCO DE OLIVEIRA (26040727)"
"Pernambuco";"ESCOLA MILTON PEREIRA NETO (26040743)"
"Pernambuco";"ESCOLA MONTEIRO LOBATO (26040751)"
"Pernambuco";"ESCOLA ODILON NUNES (26040760)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA MANOEL MIGUEL DO NASCIMENTO (26040786)"
"Pernambuco";"ESCOLA NOSSA SENHORA DE FATIMA (26040794)"
"Pernambuco";"ESCOLA ANA NUNES DA SILVA (26040808)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA ESPECIOSA BENIGNA DE BARROS (26040824)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO NESTOR VALGUEIRO DE CARVALHO (26040948)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DEPUTADO AFONSO FERRAZ (26040956)"
"Pernambuco";"ESCOLA JULIO DE MELLO (26040972)"
"Pernambuco";"ESCOLA ANTONIO FRANCISCO DA SILVA (26041014)"
"Pernambuco";"ESCOLA TRES MARIAS (26041200)"
"Pernambuco";"ESCOLA MENINO JESUS (26041529)"
"Pernambuco";"ESCOLA TIBURCIO LIMA (26041570)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARIA DE MENEZES GUIMARAES (26041910)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE JATOBA (26042037)"
"Pernambuco";"ESCOLA DELMIRO GOUVEIA - PETROLANDIA (26042045)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE ITAPARICA (26042053)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA CAVALCANTI NUNES (26042070)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA JOSE LUCIANO (26042096)"
"Pernambuco";"ESCOLA BARRIGUDA (26042118)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA DR CARLOS ESTEVAO (26042126)"
"Pernambuco";"ESCOLA LOGRADOURO (26042169)"
"Pernambuco";"ESCOLA SAO FRANCISCO (26042312)"
"Pernambuco";"ESCOLA ESTADUAL SALAO (26042339)"
"Pernambuco";"ESCOLA ESTADUAL DOM JOAO BOSCO (26042428)"
"Pernambuco";"ESCOLA ESTADUAL LAGOINHA (26042452)"
"Pernambuco";"ESCOLA PANKARARUS (26042479)"
"Pernambuco";"ESCOLA ESTADUAL RAMIRO DANTAS (26042487)"
"Pernambuco";"ESCOLA NOSSA SENHORA APARECIDA - JATOBA (26042525)"
"Pernambuco";"ESCOLA DO ESPINHEIRO (26042711)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA AGRESTE (26042754)"
"Pernambuco";"ESCOLA CABRAL (26042797)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA SANTA CLARA (26043009)"
"Pernambuco";"ESCOLA SANTA INES DA TAPERA (26043017)"
"Pernambuco";"ESCOLA PANKARARUS EZEQUIEL (26043076)"
"Pernambuco";"ESCOLA SERGIO MAGALHAES (26043130)"
"Pernambuco";"ESCOLA MARECHAL RONDON (26043203)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO BATISTA DE VASCONCELOS - TACARATU (26043335)"
"Pernambuco";"ESCOLA PRINCESA ISABEL (26043408)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JULIA GOMES DE ARAUJO (26043505)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA AMBROSIO PEREIRA JUNIOR (26043548)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA BILINGUE ANTONIO JOSE MOREIRA (26044404)"
"Pernambuco";"ESCOLA JOAO RODRIGUES CARDOSO (26044412)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA FULNI-O MARECHAL RONDON (26044447)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CORONEL NICOLAU SIQUEIRA (26044862)"
"Pernambuco";"ESCOLA INDIGENA PEDRO BEZERRA DA SILVA (26045435)"
"Pernambuco";"ESCOLA SATURNINO VIEIRA DE MELO (26045540)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO SAO FELIX DE CANTALICE (26045656)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DUQUE DE CAXIAS (26045745)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA KAPINAWA (26045753)"
"Pernambuco";"ESCOLA VIGARIO JOAO INACIO (26046040)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA JUSSARA BARBOSA (26046130)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA BARAO DO RIO BRANCO (26046210)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PEDRO DE ALCANTARA RAMOS (26047187)"
"Pernambuco";"ESCOLA FREI JOAO PEREIRA DE SOUZA (26047365)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BRASILIANO DONINO DA COSTA LIMA (26047837)"
"Pernambuco";"ESCOLA ANETE VALE DE OLIVEIRA (26047845)"
"Pernambuco";"ESCOLA AMALIA CAVALCANTI DA COSTA LIMA (26048078)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE EMILIO DE MELO (26048337)"
"Pernambuco";"ESCOLA ESTADUAL INDIGENA TOMAS CALIXTO GOMES (26048949)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO QUITERIA WANDERLEY SIMOES (26049406)"
"Pernambuco";"ESCOLA CONEGO EMANUEL VASCONCELOS (26049422)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO GONCALO ANTUNES BEZERRA (26049562)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO BENTO AMERICO (26050048)"
"Pernambuco";"ESCOLA FREI CASSIANO COMACCHIO (26050064)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO MONTEIRO DE MELO (26050102)"
"Pernambuco";"ESCOLA MINISTRO MARCOS DE BARROS FREIRE (26050137)"
"Pernambuco";"ESCOLA PADRE GIOVANNI TONIUTTI (26050188)"
"Pernambuco";"ESCOLA PROFESSOR DONINO (26050196)"
"Pernambuco";"ESCOLA PROFESSORA MARIA GALVAO (26050200)"
"Pernambuco";"ESCOLA TOMAS ALVES (26050331)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO EURICO QUEIROZ (26051176)"
"Pernambuco";"ESCOLA DOM JOSE LAMARTINE SOARES (26051702)"
"Pernambuco";"ESCOLA PROFESSORA MARIA ANA (26051737)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO ALEXANDRE CAVALCANTI (26051761)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ANDRE CORDEIRO (26052083)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CORSINA BRAGA (26052776)"
"Pernambuco";"ESCOLA PRESIDENTE KENNEDY (26052792)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO NOSSA SENHORA DO PERPETUO SOCORRO (26053608)"
"Pernambuco";"CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO ROTARY CLUB CARUARU (26053756)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE CARUARU NELSON BARBALHO (26053845)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO NICANOR SOUTO MAIOR (26053853)"
"Caruaru (PE)";"ESCOLA EM TEMPO INTEGRAL ALVARO LINS (26053926)"
"Pernambuco";"ESCOLA ANTONIA CAVALCANTI DE ALBUQUERQUE (26054019)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO ARNALDO ASSUNCAO (26054027)"
