"cidade";"ID"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO CARLOS SOARES DA SILVA (26305615)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE DO PATROCINIO MOTA (26366614)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA BENEDITA DE MORAIS GUERRA (26408643)"
"Recife (PE)";"CRECHE MUNICIPAL LUA LUAR (26413779)"
"Pernambuco";"ESCOLA TORQUATO DE CASTRO (26413817)"
"Recife (PE)";"ESCOLA MUNICIPAL MILTON ALMEIDA DOS SANTOS (26419726)"
"Recife (PE)";"ESCOLA MUNICIPAL CHICO SCIENCE (26419734)"
"Recife (PE)";"CMEI COELHINHO PENSANTE (26419742)"
"Pernambuco";"ESCOLA ESTADUAL TERESINHA DE SOUZA LIRA (26419823)"
"Pernambuco";"ESCOLA ESTADUAL JOSE FERREIRA DA SILVA (26419831)"
"Pernambuco";"ESCOLA INDIGENA CAPITAO DENA (26426714)"
"Pernambuco";"ESCOLA DOM HELDER CAMARA (26437724)"
"Recife (PE)";"CMEI DOUTOR ALBERICO DORNELAS CAMARA (26443716)"
"Cabo de Santo Agostinho (PE)";"CRECHE LAR DA CRIANCA (26475723)"
"Admin (BR)";"CRECHE LAR DA CRIANCA (26475723)"
"Recife (PE)";"ESCOLA MUNICIPAL BOLA NA REDE (26491710)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL MARIA EDUARDA RAMOS DE BARROS (26525720)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO GOVERNADOR MIGUEL ARRAES DE ALENCAR (26525780)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL ADERICO ALVES DE VASCONCELOS (26525798)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL JOSE HUMBERTO DE MOURA CAVALCANTI (26525801)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL MIGUEL ARRAES DE ALENCAR (26525810)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL MAXIMIANO ACCIOLY CAMPOS (26525828)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL ANTONIO ARRUDA DE FARIAS (26525836)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR DENIVAL JOSE RODRIGUES DE MELO (26525852)"
"Pernambuco";"ESCOLA ESTADUAL PAULO FREIRE (26525879)"
"Pernambuco";"ESCOLA TECNICA ESTADUAL ARLINDO FERREIRA DOS SANTOS (26525933)"
"Cabo de Santo Agostinho (PE)";"CENTRO DE EDUCACAO INFANTIL DA TORRINHA (26528746)"
"Admin (BR)";"CENTRO DE EDUCACAO INFANTIL DA TORRINHA (26528746)"
"Cabo de Santo Agostinho (PE)";"ESCOLA PROF ANTONIO BENEDITO DA ROCHA (26529777)"
"Admin (BR)";"ESCOLA PROF ANTONIO BENEDITO DA ROCHA (26529777)"
"Cabo de Santo Agostinho (PE)";"CENTRO DE EDUCACAO INFANTIL DA CHARNECA 2 (26532727)"
"Admin (BR)";"CENTRO DE EDUCACAO INFANTIL DA CHARNECA 2 (26532727)"
"Caruaru (PE)";"CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA NERINE FRANCISCA DE CARVALHO (26537710)"
"Caruaru (PE)";"CENTRO MUNICIPAL DE EDUCACAO INFANTIL LEOPOLDINA QUEIROZ DE LIMA (26538717)"
"Caruaru (PE)";"CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEVERINA MARIA DO CARMO - DONA BIU (26538725)"
"Pernambuco";"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA IRENE MARIA RAMOS COELHO (26540720)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR SEBASTIAO ALVES BEZERRA (27000095)"
"Alagoas";"ESCOLA ESTADUAL DOMINGOS MOEDA (27000710)"
"Alagoas";"ESCOLA ESTADUAL LUIZ BASTOS (27001237)"
"Alagoas";"ESCOLA ESTADUAL RUBENS NUNES DE OLIVEIRA (27001407)"
"Alagoas";"ESCOLA ESTADUAL DE ENSINO MEDIO NEZINHO PEREIRA (27001750)"
"Alagoas";"ESCOLA ESTADUAL GENTIL DE ALBUQUERQUE MALTA (27002020)"
"Alagoas";"ESCOLA ESTADUAL SANTA CRUZ DO DESERTO (27002063)"
"Alagoas";"ESCOLA ESTADUAL DEMOCRITO GRACINDO (27002616)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA DE PARICONHA (27002950)"
"Alagoas";"ESCOLA INDIGENA JOSE CARAPINA (27003108)"
"Alagoas";"ESCOLA ESTADUAL WATSON CLEMENTINO DE GUSMAO SILVA (27003213)"
"Alagoas";"ESCOLA ESTADUAL LUIZ AUGUSTO DE A MENEZES (27003221)"
"Alagoas";"ESCOLA ESTADUAL DELMIRO GOUVEIA (27003469)"
"Alagoas";"ESCOLA ESTADUAL FRANCISCA ROSA DA COSTA (27003515)"
"Alagoas";"ESCOLA ESTADUAL JOAO FRANCISCO SOARES (27003892)"
"Alagoas";"ESCOLA ESTADUAL PROF JOSE SENA DIAS (27003973)"
"Alagoas";"ESCOLA ESTADUAL DE XINGO II- EEX-II (27004368)"
"Alagoas";"ESCOLA ESTADUAL DE XINGO I - EEX-I (27004376)"
"Alagoas";"ESCOLA ESTADUAL DR EMILIO DE MAIA (27004490)"
"Alagoas";"ESCOLA ESTADUAL CONEGO JOSE BULHOES (27004740)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR ATANAGILDO BRANDAO (27005224)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA JOANITA DE MELO (27005577)"
"Alagoas";"ESCOLA ESTADUAL MANOEL PEREIRA FILHO (27005852)"
"Alagoas";"ESCOLA ESTADUAL JOSE SOARES PINTO (27005984)"
"Alagoas";"ESCOLA ESTADUAL DE ALECRIM (27006018)"
"Alagoas";"ESCOLA ESTADUAL DO MACHADO (27006034)"
"Alagoas";"ESCOLA ESTADUAL BRAULIO CAVALCANTE (27006050)"
"Alagoas";"ESCOLA ESTADUAL ROSALIA SAMPAIO BEZERRA (27006069)"
"Alagoas";"ESCOLA ESTADUAL PROF� ANA MARIA TEODOSIO (27006590)"
"Alagoas";"ESCOLA ESTADUAL PROF� JOSEFA DE SOUZA LIMA (27007057)"
"Alagoas";"ESCOLA ESTADUAL PROF� MILENO FERREIRA DA SILVA (27007090)"
"Alagoas";"ESCOLA ESTADUAL DE AREIA BRANCA (27007120)"
"Alagoas";"ESCOLA ESTADUAL ROTARY (27007448)"
"Alagoas";"ESCOLA ESTADUAL PROF ALOISIO ERNANDE BRANDAO (27007456)"
"Alagoas";"ESCOLA ESTADUAL PROF� HELENA BRAGA DAS CHAGAS (27007618)"
"Alagoas";"ESCOLA ESTADUAL ORMINDO BARROS (27007960)"
"Alagoas";"ESCOLA ESTADUAL PADRE FRANCISCO CORREIA (27007987)"
"Alagoas";"ESCOLA ESTADUAL DO CABOCLO (27008177)"
"Alagoas";"ESCOLA ESTADUAL LUCILO JOSE RIBEIRO (27008452)"
"Alagoas";"ESCOLA ESTADUAL JOSE SOARES FILHO (27008479)"
"Alagoas";"ESCOLA ESTADUAL DE RIACHO GRANDE (27008827)"
"Alagoas";"ESCOLA ESTADUAL ADALBERTO MARROQUIM (27009459)"
"Alagoas";"ESCOLA ESTADUAL SAMPAIO DORIA (27009742)"
"Alagoas";"ESCOLA ESTADUAL CONEGO JASSON SOUTO (27009904)"
"Alagoas";"ESCOLA ESTADUAL DE JARAMATAIA (27009998)"
"Alagoas";"ESCOLA ESTADUAL CONSTANCA DE GOES MONTEIRO (27010074)"
"Alagoas";"ESCOLA ESTADUAL DERALDO CAMPOS (27010090)"
"Alagoas";"ESCOLA ESTADUAL PROF� LENITA FONTES CINTRA (27010503)"
"Alagoas";"ESCOLA ESTADUAL DE MONTEIROPOLIS (27010767)"
"Alagoas";"ESCOLA ESTADUAL ANGELO DE ABREU (27011100)"
"Alagoas";"ESCOLA ESTADUAL PADRE ANTONIO DUARTE (27011178)"
"Alagoas";"ESCOLA ESTADUAL DESEMBARGADOR AUGUSTO COSTA (27011577)"
"Alagoas";"ESCOLA ESTADUAL MARQUES DA SILVA (27011844)"
"Alagoas";"ESCOLA ESTADUAL MUNIZ FALCAO (27012115)"
"Alagoas";"ESCOLA ESTADUAL LUIZ DUARTE (27012166)"
"Alagoas";"ESCOLA ESTADUAL DE COITE DAS PINHAS (27012611)"
"Alagoas";"ESCOLA ESTADUAL OTACILIA JATOBA TORRES (27012620)"
"Alagoas";"ESCOLA ESTADUAL MARIA AMELIA SAMPAIO LUZ (27012638)"
"Alagoas";"ESCOLA ESTADUAL ODETE BONFIM (27013405)"
"Alagoas";"ESCOLA ESTADUAL PROF� SILVERIO LINS (27013502)"
"Alagoas";"ESCOLA ESTADUAL BELARMINO VIEIRA BARROS (27013871)"
"Alagoas";"CENTRO DE EDUCAC DE JOVENS E ADULTOS REMY MAIA (27013880)"
"Alagoas";"ESCOLA ESTADUAL HUMBERTO MENDES (27013928)"
"Alagoas";"ESCOLA ESTADUAL INDIGENA MATA DA CAFURNA (27013944)"
"Alagoas";"ESCOLA ESTADUAL JOSE VICTORINO DA ROCHA (27013979)"
"Alagoas";"ESCOLA ESTADUAL ANTONIA MACEDO (27013995)"
"Alagoas";"ESCOLA ESTADUAL DJANIRA SANTOS SILVA (27014002)"
"Alagoas";"ESCOLA ESTADUAL EGIDIO BARBOSA DA SILVA (27014010)"
"Alagoas";"ESCOLA ESTADUAL GRACILIANO RAMOS (27014029)"
"Alagoas";"ESCOLA ESTADUAL MANOEL PASSOS LIMA (27014037)"
"Alagoas";"ESCOLA ESTADUAL ESTADO DE NOVA JERSEY (27014088)"
"Alagoas";"ESCOLA ESTADUAL DA MACONARIA (27014096)"
"Alagoas";"ESCOLA ESTADUAL INDIGENA PAJE MIGUEL SELESTINO DA SILVA (27014606)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR RIBEIRO VIEIRA (27014932)"
"Alagoas";"ESCOLA ESTADUAL ALMEIDA CAVALCANTI (27014959)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR MACEDO (27015068)"
"Alagoas";"ESCOLA ESTADUAL DEPUTADO JOSE MEDEIROS (27015114)"
"Alagoas";"ESCOLA ESTADUAL JOSE CORREIA FONTAN (27015122)"
"Alagoas";"ESCOLA ESTADUAL ROSA DE CASTRO FONSECA (27015920)"
"Alagoas";"ESCOLA ESTADUAL SENADOR RUI PALMEIRA (27016331)"
"Alagoas";"ESCOLA ESTADUAL 30 DE OUTUBRO (27016358)"
"Alagoas";"ESCOLA ESTADUAL ADRIANO JORGE (27016366)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA ARTUR RAMOS (27016382)"
"Alagoas";"ESCOLA ESTADUAL AURINO MACIEL (27016390)"
"Alagoas";"ESCOLA ESTADUAL DR JOSE TAVARES (27016404)"
"Alagoas";"ESCOLA ESTADUAL MANOEL ANDRE (27016412)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA (27016420)"
"Alagoas";"ESCOLA ESTADUAL PROF� JOSE MOACIR TEOFILO (27016447)"
"Alagoas";"ESCOLA ESTADUAL ROTARY (27016455)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO (27016471)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA LIONS CLUB (27016480)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR JOSE QUINTELLA CAVALCANTI (27016510)"
"Alagoas";"ESCOLA ESTADUAL PE JEFFERSON DE CARVALHO (27016528)"
"Alagoas";"ESC EST DE EDUC BAS PROF� PEDRO DE FRANCA REIS (27016579)"
"Alagoas";"ESCOLA ESTADUAL ALVARO PAES (27017702)"
"Alagoas";"ESCOLA ESTADUAL N SRA DA CONCEICAO (27018016)"
"Alagoas";"ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA (27018350)"
"Alagoas";"ESCOLA ESTADUAL AFONSO DE CARVALHO (27018423)"
"Alagoas";"ESCOLA INDIGENA TINGUI BOTO (27018431)"
"Alagoas";"ESCOLA ESTADUAL OLIMPIA TENORIO LIMA (27018962)"
"Alagoas";"ESCOLA ESTADUAL DE EDUCACAO BASICA JOSE ENOQUE DE BARROS (27018997)"
"Alagoas";"ESCOLA ESTADUAL N SRA DA CONCEICAO (27019608)"
"Alagoas";"ESCOLA ESTADUAL FRANCISCO DOMINGUES (27020274)"
"Alagoas";"ESCOLA ESTADUAL PROF JOSE FELIX DE CARVALHO ALVES (27020320)"
"Alagoas";"ESCOLA INDIGENA ITAPO (27020509)"
"Alagoas";"ESCOLA ESTADUAL SANTOS FERRAZ (27020819)"
"Alagoas";"ESCOLA ESTADUAL ANALIA TENORIO (27021467)"
"Alagoas";"ESCOLA ESTADUAL SAMPAIO MARQUES (27021483)"
"Alagoas";"ESCOLA ESTADUAL DEPUTADO JOSE MEDEIROS (27021637)"
"Alagoas";"ESCOLA ESTADUAL MORENO BRANDAO (27021645)"
"Alagoas";"ESCOLA ESTADUAL PROF� M� AVELINA DO CARMO (27022200)"
"Alagoas";"ESCOLA ESTADUAL IZIDRO TEIXEIRA (27022277)"
"Alagoas";"ESCOLA ESTADUAL CORONEL PEDRO TEIXEIRA (27022285)"
"Alagoas";"ESCOLA ESTADUAL GREGORIO CALDAS (27022625)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR LUIS CARLOS DE OLIVEIRA BARBOSA (27022838)"
"Alagoas";"ESCOLA ESTADUAL PROF� MARIA CANDIDA DA SILVA (27023087)"
"Alagoas";"ESCOLA ESTADUAL MANOEL DE MATOS (27023516)"
"Alagoas";"ESCOLA ESTADUAL CARLOS LYRA (27023583)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR CLOVIS DUARTE DE BARROS (27024016)"
"Alagoas";"ESCOLA ESTADUAL DR CARLOS GOMES DE BARROS (27024059)"
"Alagoas";"ESCOLA ESTADUAL DR PAULO DE CASTRO SARMENTO (27024067)"
"Alagoas";"ESCOLA ESTADUAL DR JORGE DE LIMA (27024873)"
"Alagoas";"ESCOLA ESTADUAL ROCHA CAVALCANTI (27025047)"
"Alagoas";"ESCOLA ESTADUAL JOAQUIM DIEGUES (27025080)"
"Alagoas";"ESCOLA ESTADUAL CORONEL JOAO LEITE (27025187)"
"Alagoas";"ESCOLA ESTADUAL MONSENHOR MACHADO (27025519)"
"Alagoas";"ESCOLA ESTADUAL 13 DE OUTUBRO (27025535)"
"Alagoas";"ESCOLA ESTADUAL FLORIANO PEIXOTO (27026337)"
"Alagoas";"ESCOLA ESTADUAL JUVENAL LOPES F DE OMENA (27026370)"
"Alagoas";"ESCOLA ESTADUAL INAURA CASADO COSTA (27026744)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA EDITE MACHADO (27027082)"
"Alagoas";"ESCOLA ESTADUAL TORQUATO CABRAL (27027457)"
"Alagoas";"ESCOLA ESTADUAL ARISTHEU DE ANDRADE (27027597)"
"Alagoas";"ESCOLA ESTADUAL MAJOR LUIZ CAVALCANTE (27028380)"
"Alagoas";"ESCOLA INDIGENA ESTADUAL MANOEL HONORIO DA SILVA (27028780)"
"Alagoas";"ESCOLA INDIGENA ESTADUAL JOSE MANOEL DE SOUZA (27028992)"
"Alagoas";"ESCOLA INDIGENA ESTADUAL JOSE MAXIMO DE OLIVEIRA (27029107)"
"Alagoas";"ESCOLA ESTADUAL MARIO GOMES DE BARROS (27029123)"
"Alagoas";"ESCOLA ESTADUAL JOSE RIBEIRO CAMINHA (27029166)"
"Alagoas";"ESCOLA ESTADUAL DELMO FERREIRA DA SILVA (27029336)"
"Alagoas";"ESCOLA ESTADUAL SATURNINO DE SOUZA (27029654)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA JUDITH NASCIMENTO DA SILVA (27030105)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR LOUREIRO (27030245)"
"Alagoas";"ESCOLA ESTADUAL DR ANTONIO G DE BARROS (27030806)"
"Alagoas";"ESCOLA ESTADUAL NOSSA SENHORA DA APRESENTACAO (27031063)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR GUEDES DE MIRANDA (27031365)"
"Alagoas";"ESCOLA ESTADUAL MESSIAS DE GUSMAO (27032159)"
"Alagoas";"ESCOLA ESTADUAL D ELISEU MARIA GOMES OLIVEIRA (27032280)"
"Alagoas";"ESCOLA ESTADUAL BATISTA ACIOLI (27032566)"
"Alagoas";"ESCOLA ESTADUAL AMBROSIO LIRA (27033210)"
"Alagoas";"ESCOLA ESTADUAL CIRIDIAO DURVAL (27033384)"
"Alagoas";"ESCOLA ESTADUAL FRANCISCO FALCAO (27033880)"
"Alagoas";"ESCOLA EST PROF� SEBASTIAO FELISBERTO DE CARVALHO (27034003)"
"Alagoas";"ESCOLA ESTADUAL MISAEL GONCALVES FERREIRA (27034070)"
"Alagoas";"ESCOLA ESTADUAL CONEGO AMANDO GUSMAO (27034240)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA LAURA DANTAS SANTOS DA SILVA (27034674)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR THEOTONIO VILELA BRANDAO (27034836)"
"Alagoas";"ESCOLA ESTADUAL PROF� BENEDITO MORAES (27034852)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR AFRANIO LAGES (27034887)"
"Alagoas";"ESCOLA ESTADUAL NOSSA SR� DO BOM CONSELHO (27034917)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR LUIZ CARLOS (27035336)"
"Alagoas";"ESCOLA ESTADUAL DR EDSON DOS SANTOS BERNARDES (27035573)"
"Alagoas";"ESCOLA ESTADUAL JOAO PAULO II (27035581)"
"Alagoas";"ESCOLA ESTADUAL JORNALISTA LAFAIETTE BELO (27035590)"
"Alagoas";"ESCOLA ESTADUAL ALFREDO GASPAR DE MENDONCA (27035646)"
"Alagoas";"ESCOLA ESTADUAL ANTONIO VASCO (27035662)"
"Alagoas";"ESCOLA ESTADUAL CAMPOS TEIXEIRA (27035697)"
"Alagoas";"ESCOLA ESTADUAL CORONEL FRANCISCO ALVES MATA (27035700)"
"Alagoas";"ESCOLA ESTADUAL PROF� MALBA LINS COSTA (27035778)"
"Alagoas";"ESCOLA ESTADUAL ONELIA CAMPELO (27035786)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA ADEILZA M� OLIVEIRA (27035824)"
"Alagoas";"ESCOLA ESTADUAL TEOTONIO VILELA (27035832)"
"Alagoas";"ESCOLA ESTADUAL PROF� GUIOMAR DE ALMEIDA PEIXOTO (27035840)"
"Alagoas";"ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR (27035875)"
"Alagoas";"ESCOLA ESTADUAL DEPUTADO NENOI PINTO (27035883)"
"Alagoas";"ESCOLA ESTADUAL DR JULIO AUTO (27035930)"
"Alagoas";"ESCOLA ESTADUAL DR FERNANDES LIMA (27035948)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA MIRAN MARROQUIM DE QUINTELLA CAVALCANTE (27035980)"
"Alagoas";"ESCOLA ESTADUAL OTACILIO HOLANDA DE ANDRADE (27036014)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA IRENE GARRIDO (27036022)"
"Alagoas";"ESCOLA ESTADUAL DE CEGOS CYRO ACCIOLY (27036057)"
"Alagoas";"ESCOLA ESTADUAL MANOEL SIMPLICIO DO NASCIMENTO (27036421)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA ANA COELHO PALMEIRA (27036430)"
"Alagoas";"ESCOLA ESTADUAL DEPUTADO RUBENS CANUTO (27036448)"
"Alagoas";"ESCOLA ESTADUAL JARSEN COSTA (27036464)"
"Alagoas";"ESCOLA ESTADUAL PASTOR JOSE TAVARES DE SOUZA (27036480)"
"Alagoas";"ESCOLA ESTADUAL TARCISIO DE JESUS (27036499)"
"Alagoas";"ESCOLA ESTADUAL DR RODRIGUEZ DE MELO (27036553)"
"Alagoas";"ESCOLA ESTADUAL DR� EUNICE DE LEMOS CAMPOS (27036561)"
"Alagoas";"ESCOLA ESTADUAL ENGENHEIRO EDSON SALUSTIANO DOS SANTOS (27036588)"
"Alagoas";"ESCOLA ESTADUAL PROF EDUARDO DA MOTA TRIGUEIROS (27036642)"
"Alagoas";"ESCOLA ESTADUAL ALBERTO TORRES (27036650)"
"Alagoas";"ESCOLA ESTADUAL JORNALISTA FREITAS NETO (27036669)"
"Alagoas";"ESCOLA ESTADUAL PADRE CABRAL (27036677)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR ROSALVO LOBO (27036685)"
"Alagoas";"ESCOLA ESTADUAL PROF EDUARDO ALMEIDA DA SILVA (27036707)"
"Alagoas";"ESCOLA ESTADUAL MARIA AMALIA (27036723)"
"Alagoas";"ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA (27036731)"
"Alagoas";"ESCOLA ESTADUAL LIONS MACEIO PAJUCARA (27036758)"
"Alagoas";"ESCOLA ESTADUAL MOREIRA E SILVA (27036782)"
"Alagoas";"ESCOLA ESTADUAL NOEL NUTELS (27036790)"
"Alagoas";"ESCOLA ESTADUAL PRINCESA ISABEL (27036960)"
"Alagoas";"ESCOLA ESTADUAL PROF JOSE DA SILVEIRA CAMERINO (27036987)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR JOSE VITORINO DA ROCHA (27036995)"
"Alagoas";"ESCOLA ESTADUAL PROF PEDRO TEIXEIRA DE VASCONCELOS (27037010)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR THEONILO GAMA (27037037)"
"Alagoas";"ESCOLA ESTADUAL PROF VIRGINIO DE CAMPOS (27037045)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA MARGAREZ MARIA SANTOS LACET (27037053)"
"Alagoas";"ESCOLA ESTADUAL PROF� MARIA JOSE LOUREIRO (27037061)"
"Alagoas";"ESCOLA ESTADUAL ROMEU DE AVELAR (27037088)"
"Alagoas";"ESCOLA ESTADUAL ROTARY (27037118)"
"Alagoas";"ESCOLA ESTADUAL PROF� JOSEFA CONCEICAO DA COSTA (27037142)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA EROTILDES R SALDANHA (27037150)"
"Alagoas";"ESCOLA ESTADUAL SANTA TEREZA D AVILA (27037185)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR JOSE REMI LIMA (27037258)"
"Alagoas";"ESCOLA ESTADUAL DOM ADELMO MACHADO (27037428)"
"Alagoas";"ESCOLA ESTADUAL DR JOSE MARIA CORREIA DAS NEVES (27038297)"
"Alagoas";"ESCOLA ESTADUAL MAJ EDUARDO EMILIANO DA FONSECA (27038319)"
"Alagoas";"ESCOLA ESTADUAL CINCINATO PINTO (27038467)"
"Alagoas";"ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE (27038483)"
"Alagoas";"ESCOLA ESTADUAL CAPITAO ALVARO VICTOR (27038491)"
"Alagoas";"ESCOLA ESTADUAL D PEDRO II (27038505)"
"Alagoas";"ESCOLA ESTADUAL JOSE OLIVEIRA SILVA (27038521)"
"Alagoas";"ESCOLA ESTADUAL LADISLAU NETO (27038530)"
"Alagoas";"ESCOLA ESTADUAL DR MIGUEL GUEDES NOGUEIRA (27038556)"
"Alagoas";"ESCOLA ESTADUAL PROF� AURELINA PALMEIRA DE MELO (27038564)"
"Alagoas";"ESCOLA ESTADUAL PROF ANISIO TEIXEIRA (27038572)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR MARIO BROAD (27038580)"
"Alagoas";"ESCOLA ESTADUAL PROF SEBASTIAO DA HORA (27038599)"
"Alagoas";"ESCOLA ESTADUAL ROSALVO RIBEIRO (27038629)"
"Alagoas";"ESCOLA ESTADUAL TAVARES BASTOS (27038637)"
"Alagoas";"ESCOLA ESTADUAL THOMAZ ESPINDOLA (27038653)"
"Alagoas";"ESCOLA ESTADUAL MARIA ROSALIA AMBROZZIO (27038696)"
"Alagoas";"ESC ESTADUAL PROF EDMILSON DE VASCONCELOS PONTES (27038734)"
"Alagoas";"ESCOLA ESTADUAL PROF� CARLOS POVINA CAVALCANTE (27039005)"
"Alagoas";"ESCOLA ESTADUAL JORNALISTA RAUL LIMA (27039013)"
"Alagoas";"ESCOLA ESTADUAL DEODORO DA FONSECA (27039412)"
"Alagoas";"ESCOLA ESTADUAL PROFESSORA JULIETA RAMOS PEREIRA (27039560)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR ARTHUR RAMOS (27039595)"
"Alagoas";"ESCOLA ESTADUAL VALDECY GOMES DE VASCONCELOS (27039668)"
"Alagoas";"ESCOLA ESTADUAL OLIVEIRA E SILVA (27039960)"
"Alagoas";"ESCOLA ESTADUAL FERNANDINA MALTA (27040240)"
"Alagoas";"ESCOLA ESTADUAL SANTOS DUMONT (27040348)"
"Alagoas";"ESCOLA ESTADUAL PROF� DORALICE DA SILVA MOURA (27040607)"
"Alagoas";"ESCOLA ESTADUAL FRANCISCO LEAO (27040755)"
"Alagoas";"ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE (27040771)"
"Alagoas";"ESCOLA ESTADUAL OZORIA DE MOURA LIMA (27040836)"
"Alagoas";"ESCOLA ESTADUAL TABULEIRO DO PINTO (27040860)"
"Alagoas";"ESCOLA ESTADUAL DR SIDRONIO AUGUSTO DE SANTA MARIA (27040984)"
"Alagoas";"ESCOLA ESTADUAL PROF� MANOEL GENTIL DO VALE BENTES (27041158)"
"Alagoas";"ESCOLA ESTADUAL RUI BARBOSA (27041212)"
"Alagoas";"ESCOLA ESTADUAL JOSEFA CAVALCANTE SURUAGY (27041603)"
"Alagoas";"ESCOLA ESTADUAL DOM CONSTANTINO LUERS (27041921)"
"Alagoas";"ESCOLA ESTADUAL INACIO DE CARVALHO (27042251)"
"Alagoas";"ESCOLA ESTADUAL PADRE AURELIO GOIS (27043436)"
"Alagoas";"ESCOLA ESTADUAL ANA LINS (27043622)"
"Alagoas";"ESCOLA ESTADUAL TARCISIO SOARES PALMEIRA (27043690)"
"Alagoas";"ESC EST DE ED BAS PEDRO JOAQUIM DE JESUS (27044211)"
"Alagoas";"ESCOLA ESTADUAL SENADOR ARNON DE MELLO (27044726)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR PEDRO REYS (27044866)"
"Alagoas";"ESCOLA ESTADUAL ALFREDO REGO (27045129)"
"Alagoas";"ESCOLA ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO (27045145)"
"Alagoas";"ESCOLA ESTADUAL PROF JOAO VALERIANO DE OLIVEIRA (27045200)"
"Alagoas";"ESCOLA ESTADUAL DR ALCIDES ANDRADE (27045234)"
"Alagoas";"ESCOLA ESTADUAL GABINO BESOURO (27045250)"
"Alagoas";"ESCOLA ESTADUAL PROFESSOR ERNANI MERO (27045552)"
"Alagoas";"ESCOLA ESTADUAL HERMILIO DE FREITAS MELRO (27045684)"
"Alagoas";"ESCOLA ESTADUAL CORREIA TITARA E ANEXOS (27045757)"
"Alagoas";"ESCOLA ESTADUAL INDIGENA PAJE FRANCISCO QUEIROZ SUIRA (27046265)"
"Alagoas";"ESCOLA ESTADUAL D SANTA BULHOES (27046303)"
"Alagoas";"ESCOLA ESTADUAL FIRMO DE CASTRO (27046311)"
"Alagoas";"ESCOLA ESTADUAL INDIGENA XUKURU KARIRI YAPI LEANAWAN (27046338)"
"Alagoas";"ESCOLA ESTADUAL INDIGENA JUVINO HENRIQUE DA SILVA (27047776)"
"Alagoas";"CEPT DE CORURIPE MARIA ALICE BELTRAO DE CASTRO SIQUEIRA (27048268)"
"Alagoas";"ESCOLA ESTADUAL DE ED BASICA EDUCADOR PAULO JORGE DOS SANTOS RODRIGUES (27050041)"
