"CO_ENTIDADE";"NO_ENTIDADE";"CO_UF";"CO_MUNICIPIO";"TP_LOCALIZACAO"
22051066;"U E CONEGO ACILINO";22;2211308;"Urbana"
22051180;"CEJA VITORIA DA COSTA LIMA";22;2211308;"Urbana"
22051457;"U E MARIA CANDIDA";22;2211407;"Urbana"
22051988;"U E PRESIDENTE VARGAS";22;2201150;"Urbana"
22052585;"U E CELSO ANTUNES DE SOUSA";22;2208908;"Urbana"
22052593;"UNID ESC PE MANOEL DE CARVALHO";22;2208908;"Urbana"
22052615;"UNID ESC ZACARIAS DE GOIS";22;2208908;"Urbana"
22053182;"U E PROF LOURENCO FILHO";22;2209203;"Urbana"
22053190;"U E SAO JOSE DA ACAO SOCIAL DIV C JESUS";22;2209203;"Urbana"
22053204;"U E PROF DELFINA SOBREIRA DE QUEIROZ";22;2209203;"Urbana"
22053220;"UNID ESC PROF OTAVIANO LUSTOSA DA CUNHA";22;2209203;"Urbana"
22053484;"CETI MARIA PIRES LIMA";22;2211209;"Urbana"
22053620;"CETI CICERO COELHO";22;2211209;"Urbana"
22053778;"U E JOSE PATRICIO FRANCO";22;2211209;"Urbana"
22053832;"U E MANOEL LEAL";22;2211209;"Urbana"
22054235;"U E FRUTUOSO SILVA";22;2200806;"Urbana"
22054243;"UNID ESC EVERTANE FERREIRA";22;2200806;"Urbana"
22054740;"UNID ESC BERTOLINIO ROCHA";22;2201705;"Urbana"
22054766;"U E IRAPUA";22;2210631;"Urbana"
22054820;"U E FLORISA SILVA";22;2201705;"Urbana"
22054839;"UNID ESC JOSE MILTON MARTINS";22;2201705;"Urbana"
22054847;"UNID ESC MACAMBIRA";22;2210631;"Urbana"
22054855;"UNID ESC NARCISA FONSECA";22;2201705;"Urbana"
22054987;"UNIDADE ESCOLAR AGOSTINHO REIS";22;2202752;"Urbana"
22055142;"U E NOSSA SENHORA DE FATIMA";22;2203602;"Urbana"
22055380;"U E DR JOSE PINHEIRO MACHADO";22;2205607;"Urbana"
22056025;"U E ANTONIO BORGES LEAL";22;2205904;"Urbana"
22056068;"UNIDADE ESCOLAR MANOEL EMIDIO ALVES PEREIRA DA ROCHA";22;2205904;"Urbana"
22056297;"U E JOAO MARTINS";22;2206001;"Urbana"
22056564;"U E MARIANO JOSE ROBERTO";22;2202251;"Urbana"
22056866;"U E SANTO ANTONIO";22;2203800;"Urbana"
22057498;"CEEP CALISTO LOBO";22;2203909;"Urbana"
22057790;"CEJA PROFESSORA SOCORRO MENDES";22;2203909;"Urbana"
22058060;"U E MIRTES DEMES";22;2203909;"Urbana"
22058095;"CETI FAUZER BUCAR";22;2203909;"Urbana"
22058141;"CETI BUCAR NETO";22;2203909;"Urbana"
22058150;"U E DJALMA NUNES";22;2203909;"Urbana"
22058192;"CETI JACOB DEMES";22;2203909;"Urbana"
22058230;"U E MONSENHOR LINDOLFO UCHOA";22;2203909;"Urbana"
22058265;"U E OSVALDO DA COSTA E SILVA";22;2203909;"Urbana"
22058338;"U E ZEZINHO VASCONCELOS";22;2203909;"Urbana"
22058648;"U E CARLOS FRANCO";22;2204501;"Urbana"
22058702;"U E JOAO PINHEIRO";22;2204501;"Urbana"
22059326;"U E MONSENHOR UCHOA";22;2205102;"Urbana"
22059610;"U E SEBASTIAO ROCHA LEAL";22;2205300;"Urbana"
22059920;"U E JOAO LEAL";22;2206704;"Urbana"
22060596;"U E JOSE SALUSTIANO DA SILVA";22;2207850;"Urbana"
22060600;"U E RUI BARBOSA";22;2209005;"Urbana"
22061010;"U E MARIO COELHO NETO";22;2209708;"Urbana"
22061258;"U E MIGUEL MARINHO";22;2210391;"Urbana"
22061320;"U E LUIS SOARES DA SILVA";22;2210102;"Urbana"
22061690;"U E CRISTAN BARREIRA PARENTE";22;2201309;"Urbana"
22061711;"U E JOAQUIM DIAS PARENTE";22;2201309;"Urbana"
22062602;"U E ARACI LUSTOSA";22;2201903;"Urbana"
22062610;"CETI FRANKLIN DORIA";22;2201903;"Urbana"
22062661;"U E JOAQUIM PARENTE";22;2201903;"Urbana"
22062670;"U E JOSE LUSTOSA ELVAS FILHO";22;2201903;"Urbana"
22062700;"U E INTEGRADO ADENAUER";22;2203107;"Urbana"
22062726;"U E AGRICOLA DO DNOCS";22;2200459;"Urbana"
22063056;"U E JOSE FRANCISCO DE MIRANDA";22;2203107;"Urbana"
22063170;"U E JOAQUIM PARENTE";22;2203107;"Urbana"
22064206;"U E FAUSTO LUSTOSA";22;2204402;"Urbana"
22064249;"U E LUSTOSA SOBRINHO";22;2204402;"Urbana"
22064834;"U E PETRONIO PORTELA";22;2206605;"Rural"
22064842;"UNID ESC JOSE DE ANCHIETA";22;2206605;"Urbana"
22064869;"UNID ESC MANOEL BANDEIRA";22;2206605;"Urbana"
22065342;"U E MARTIN PINHEIRO";22;2207405;"Urbana"
22065350;"UNID ESC MIGUEL OLIVEIRA";22;2207405;"Urbana"
22065814;"U E PETRONIO PORTELA";22;2208700;"Urbana"
22065849;"U E MARCOS PARENTE";22;2208700;"Urbana"
22066144;"U E PROF IRACI BARROS PINTO";22;2209302;"Urbana"
22066179;"U E ARSENIO SANTOS";22;2209302;"Urbana"
22066535;"U E LETICIA MACEDO";22;2200707;"Urbana"
22066667;"UNID ESC DIRCEU ARCOVERDE";22;2200707;"Urbana"
22067671;"CETI BEIJA VALENTE";22;2202307;"Urbana"
22067701;"U E CEL AGOSTINHO VALENTE";22;2202307;"Urbana"
22067710;"U E CIPRIANO VIEIRA DE SA";22;2207355;"Urbana"
22067752;"U E FLORISA SILVA";22;2202307;"Urbana"
22067884;"CEEP MARIA CHAVES";22;2202307;"Urbana"
22068368;"U E NONATO VALENTE";22;2202307;"Urbana"
22069240;"GRUPO ESCOLAR ALVARO FREIRE";22;2202505;"Urbana"
22069330;"U E ANTONIO SOARES ROCHA";22;2202505;"Urbana"
22070354;"U E DR BARROSO";22;2203354;"Urbana"
22070460;"UNID ESC PROFª LUIZA LIMA DE AGUIAR";22;2203354;"Urbana"
22070877;"U E DOM INOCENCIO";22;2203453;"Urbana"
22071253;"U E AREOLINO F BRAGA";22;2203750;"Urbana"
22071440;"U E FRANCISCO ANTONIO DA SILVA";22;2209559;"Urbana"
22072292;"CEEP GERCILIO DE CASTRO MACEDO";22;2210607;"Urbana"
22072500;"U E EDITH NOBRE DE CASTRO";22;2210607;"Urbana"
22072527;"UNID ESC ELIACIM MAURIZ";22;2210607;"Urbana"
22072667;"CETI MODERNA";22;2210607;"Urbana"
22072691;"U E PROF JOSE LEANDRO DEUSDARA";22;2210607;"Urbana"
22072713;"UNID ESC ROSA TEIXEIRA DE CASTRO";22;2210607;"Urbana"
22072845;"U E PROF DEOLINDO LIMA";22;2210607;"Urbana"
22072985;"U E PROFESSORA MARIA DE CASTRO RIBEIRO";22;2210607;"Urbana"
22073418;"U E JOSE MARQUES";22;2211357;"Urbana"
22073477;"ESC EST FAZENDA CRUZ";22;2206654;"Rural"
22073493;"ESC ISOL GUAIPABA";22;2206654;"Rural"
22074210;"U E DIAMANTINO GAMA";22;2201101;"Urbana"
22074236;"U E DEP FERNANDO MONTEIRO";22;2201101;"Urbana"
22075054;"UNID ESC CEL JUSTINO CAVALCANTE BARROS";22;2202901;"Urbana"
22075186;"U E MANOEL DA CUNHA";22;2202901;"Urbana"
22075208;"UNID ESC MARIO LOBATO";22;2202901;"Urbana"
22075216;"UNID ESC MARQUES DE PARANAGUA";22;2202901;"Urbana"
22075240;"UNID ESC PROF JOAQUIM NOGUEIRA PARANAGUA";22;2202901;"Rural"
22075372;"UNIDADE ESCOLAR DES JOAO PACHECO CAVALCANTE";22;2202901;"Urbana"
22075569;"UNID ESC EUTIMIO MESSIAS";22;2203008;"Urbana"
22075631;"U E OBERLIM DA CUNHA NOGUEIRA";22;2203008;"Urbana"
22075658;"U E CEL JOSE NOGUEIRA";22;2203008;"Urbana"
22075704;"UNID ESC JOAO DA CUNHA LEMOS";22;2203008;"Urbana"
22076450;"CETI DESEMBARGADOR AMARAL";22;2203206;"Urbana"
22076581;"U E ALIRIO GUERRA DE MACEDO";22;2203206;"Urbana"
22076590;"U E BENEDITO OLIVEIRA";22;2205524;"Urbana"
22077308;"UND ESC PE DO MORRO";22;2207603;"Rural"
22077316;"UNID ESC DE GENIPAPO I";22;2207603;"Rural"
22077340;"UNID ESC EDIVALDO MASCARENHAS ROCHA";22;2207603;"Urbana"
22077421;"U E RAIMUNDO LUSTOSA NOGUEIRA";22;2207603;"Urbana"
22077456;"U E ARISTIDES PEREIRA DE SOUSA";22;2207603;"Rural"
22077693;"U E ESTELA NUNES";22;2201804;"Urbana"
22077766;"UNID ESC ELIAS MARTINS";22;2201804;"Urbana"
22077804;"U E JOMASIO DOS SANTOS BARROS";22;2201804;"Urbana"
22078096;"U E DR JOSE GUSMAO";22;2202778;"Urbana"
22078347;"UNID ESC FRUTUOSO ALVES DO VALE";22;2203404;"Urbana"
22078355;"U E DR JOAO CARVALHO";22;2203404;"Urbana"
22078614;"GIN EST FRANCISCO DE A MOURA";22;2204808;"Urbana"
22078681;"UNID ESC 7 DE SETEMBRO";22;2204808;"Urbana"
22078690;"U E MANOEL RIBEIRO";22;2204808;"Urbana"
22078703;"UNID ESC MONSENHOR LOPES";22;2204808;"Urbana"
22078711;"UNIDADE ESCOLAR JOAQUIM DE OLIVEIRA LOPES";22;2204808;"Urbana"
22080333;"CETI DESEMBARGADOR PEDRO SA";22;2207009;"Urbana"
22080341;"U E DR JOSE COELHO REIS";22;2207009;"Urbana"
22080350;"UNID ESC EVA FEITOSA";22;2207009;"Urbana"
22080392;"U E ARMANDO BURLAMAQUI";22;2207009;"Urbana"
22080422;"U E COSTA ALVARENGA";22;2207009;"Urbana"
22080449;"CETI FARMACEUTICO JOAO CARVALHO";22;2207009;"Urbana"
22080465;"CEJA NOGUEIRA TAPETY";22;2207009;"Urbana"
22080481;"U E ORLANDO CARVALHO";22;2207009;"Urbana"
22080686;"ESCOLA ESTADUAL PEDRO EVANGELISTA CAMINHA";22;2204352;"Urbana"
22081291;"U E NORMAL OFICIAL DE PICOS";22;2208007;"Urbana"
22081348;"CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PETRONIO PORTELA";22;2208007;"Urbana"
22081380;"U E OZILDO ALBANO";22;2208007;"Urbana"
22081860;"U E CEL FRANCISCO SANTOS";22;2208007;"Urbana"
22081968;"UNID ESC HELVIDIO NUNES";22;2204352;"Rural"
22082077;"U E JULIETA NEIVA NUNES";22;2208007;"Urbana"
22082093;"UNID ESC LANDRI SALES";22;2208007;"Urbana"
22082115;"UNID ESC MANOEL INACIO DA LUZ";22;2208007;"Urbana"
22082131;"CETI MARIO MARTINS";22;2208007;"Urbana"
22082204;"U E DESEMBARGADOR VIDAL DE FREITAS";22;2208007;"Urbana"
22082263;"U E ARAUJO LUZ";22;2208007;"Urbana"
22082280;"U E COELHO RODRIGUES";22;2208007;"Urbana"
22082298;"U E DIRCEU M ARCOVERDE";22;2208007;"Urbana"
22082336;"U E TERESINHA NUNES";22;2208007;"Urbana"
22082409;"U E MIGUEL LIDIANO";22;2208007;"Urbana"
22082417;"U E PETRONIO PORTELA";22;2208007;"Urbana"
22082433;"UNID ESC ANTONIO MARQUES";22;2208007;"Urbana"
22082522;"U E JORGE LEOPOLDO";22;2208007;"Urbana"
22082549;"CETI MARCOS PARENTE";22;2208007;"Urbana"
22082611;"UNID ESC URBANO EULALIO FILHO";22;2208007;"Urbana"
22083022;"CETI SEVERO MARIA EULALIO";22;2209104;"Urbana"
22083049;"UNID ESC CASTELO BRANCO";22;2209104;"Urbana"
22083065;"U E CLEMENTINO MARTINS";22;2211704;"Urbana"
22083081;"U E SOUSA MARTINS";22;2209104;"Urbana"
22083189;"UNID ESC JOAQUIM BORGES DE OLIVEIRA";22;2209351;"Urbana"
22083480;"U E DOM EDILBERTO DINKELBORG";22;2209377;"Urbana"
22083510;"U E SAO SEBASTIAO";22;2210979;"Urbana"
22084266;"U E JOAO JOSE DE ALENCAR";22;2210201;"Urbana"
22084304;"U E HELVIDIO NUNES";22;2210201;"Urbana"
22084320;"U E ALENCAR MOTA";22;2200251;"Urbana"
22085068;"U E ANTONIA DE SOUSA ALENCAR";22;2200277;"Urbana"
22085475;"UNID ESC CRISTO REI";22;2204204;"Urbana"
22085491;"U E PROFESSOR MARIANO DA SILVA NETO";22;2204204;"Urbana"
22085505;"U E FRANCO RODRIGUES";22;2204204;"Urbana"
22085513;"UNID ESC JOAO MARIANO";22;2204204;"Urbana"
22085521;"UNIDADE ESCOLAR LEDA SANTOS";22;2204204;"Urbana"
22085777;"CETI JOSE ALVES BEZERRA";22;2206506;"Urbana"
22086455;"UNID ESC PROF BALDUINO BARBOSA DE DEUS";22;2208205;"Urbana"
22086528;"CETI NOSSA SENHORA DO PATROCINIO";22;2208205;"Urbana"
22086625;"U E FRANCISCO SUASSUNA DE MELO";22;2208205;"Urbana"
22086676;"UNIDADE ESCOLAR PADRE IBIAPINA";22;2208205;"Urbana"
22086889;"UNID ESC ANTONIO SERAFIM";22;2209401;"Urbana"
22086951;"U E MARIA DE CARVALHO";22;2209401;"Urbana"
22086978;"U E MIGUEL BORGES DE MOURA";22;2209401;"Urbana"
22087095;"U E APRIGIO PEREIRA BEZERRA";22;2210300;"Urbana"
22087354;"U E ALICE ROCHA";22;2210300;"Urbana"
22087753;"U E WALDEMAR DE MOURA SANTOS";22;2202091;"Urbana"
22088024;"U E DR JOSE DE MOURA FE";22;2202109;"Urbana"
22088695;"UNIDADE ESCOLAR CELESTINO FILHO";22;2202802;"Urbana"
22088741;"UNID ESC LOURDES PASSOS MELO";22;2202802;"Urbana"
22088806;"CEJA CAROLINA MARIA BEZERRA";22;2204303;"Urbana"
22088814;"CETI FRANCISCA PEREIRA DE SOUSA MORAIS";22;2204303;"Urbana"
22088857;"CEEP FRANCISCO ALVES DE SOUSA - CHICO ABILIO";22;2204303;"Urbana"
22090037;"UNIDADE ESCOLAR DANIEL GOMES";22;2204907;"Urbana"
22091068;"U E ALVARO RODRIGUES DE ARAUJO";22;2205003;"Urbana"
22091432;"U E ENEAS MAIA NETO";22;2205003;"Urbana"
22091459;"U E PROFESSORA ALAYDE RODRIGUES";22;2205003;"Urbana"
22093079;"U E JOAO JOSE RAMOS";22;2202133;"Rural"
22093222;"U E LILI SILVEIRA";22;2205201;"Urbana"
22093249;"U E SERAFIM JOSE DE BRITO";22;2202133;"Urbana"
22093303;"U E PROF MARIANO DA S NETO";22;2205201;"Urbana"
22093354;"CETI ANISIO DE ABREU";22;2205201;"Urbana"
22093427;"U E FRUTUOSO JUSSELINO";22;2205201;"Urbana"
22093834;"U E COSMA RAMOS DE SOUSA";22;2205953;"Urbana"
22094750;"U E DR FRANCISCO LUIZ DE MACEDO";22;2207207;"Urbana"
22094989;"U E CONSTANCIO CARVALHO";22;2207207;"Urbana"
22095225;"U E HELVIDIO NUNES";22;2207306;"Urbana"
22095500;"U E REUNIDA DE PATOS";22;2207777;"Urbana"
22095608;"U E MARTINHO VIEIRA";22;2207777;"Rural"
22095772;"U E PROFESSOR FRANCISCO JOSE TIBURCIO";22;2201739;"Urbana"
22098518;"UNID ESC SAO RAIMUNDO NONATO";22;2207801;"Rural"
22098704;"CETI PAULISTANA";22;2207801;"Urbana"
22098720;"UNID ESC VITALINO COELHO";22;2207801;"Urbana"
22099476;"U E JOAO DE SOUSA MOURA";22;2209500;"Urbana"
22099549;"UNID ESC PEDRO FERREIRA DO R B FILHO";22;2209500;"Urbana"
22100083;"CETI SENADOR JOSE CANDIDO FERRAZ";22;2210003;"Urbana"
22100580;"CEJA PROFESSOR ADAIL COELHO MAIA";22;2210003;"Urbana"
22100717;"CEEP DEP FCO ANTONIO PAES LANDIM NETO";22;2210003;"Urbana"
22100849;"UNIDADE ESCOLAR SEN DIRCEU ARCOVERDE";22;2210003;"Urbana"
22101004;"U E SALOMAO CARVALHO";22;2210003;"Urbana"
22102612;"U E RAUL SERGIO";22;2210706;"Urbana"
22102850;"UNID ESC SILVIA COUTINHO";22;2210706;"Urbana"
22102876;"U E LUIS LOPES DOS REIS";22;2210706;"Urbana"
22102906;"U E JOSE BENTO DE CARVALHO FILHO";22;2210706;"Urbana"
22104399;"U E NOEME MADEIRA MOURA FE";22;2210805;"Urbana"
22104682;"U E AMERICO JOSE DE SOUSA";22;2210904;"Urbana"
22104712;"U E FRANCISCO TEIXEIRA";22;2210904;"Urbana"
22104860;"U E MUNDIM FERRAZ";22;2211001;"Urbana"
22105117;"U E SENADOR CHAGAS RODRIGUES";22;2206605;"Urbana"
22105559;"U E OZANDIR TEIXEIRA";22;2207504;"Urbana"
22105689;"U E JOSE RODRIGUES DA SILVA";22;2206209;"Rural"
22106375;"U E JOSE DE DEUS BARROS";22;2208007;"Urbana"
22106790;"ESCOLA FAMILIA AGRICOLA MONTES CLAROS";22;2200905;"Rural"
22106842;"NEJA HELENA G ROSENO DE OLIVEIRA";22;2207801;"Urbana"
22106972;"UNIDADE ESCOLAR AREOLINO DE ABREU";22;2210003;"Urbana"
22107019;"U E SAO FRANCISCO DE ASSIS";22;2203271;"Urbana"
22107055;"CEJA OTACILIA RAMOS";22;2200509;"Urbana"
22108009;"U E JOAO JOSE BATISTA";22;2209856;"Urbana"
22108114;"U E PROFA ROSANGELA REIS";22;2211001;"Urbana"
22108378;"CEJA TERESA ROSADO SIMOES";22;2208205;"Urbana"
22109633;"CEJA LUIZ PADRE";22;2200202;"Urbana"
22111441;"NUC DE ED DE JOVENS E ADULTOS PROFA MARIA G SILVA";22;2205201;"Urbana"
22111450;"U E RAFAEL MANOEL DA COSTA";22;2206050;"Urbana"
22111891;"CEEP PROF BALDUINO BARBOSA DE DEUS";22;2207009;"Urbana"
22112782;"CENTRO SOCIAL URBANO";22;2208304;"Urbana"
22114882;"U E HUGO NAPOLEAO";22;2206605;"Urbana"
22114904;"U E RAIMUNDO DA PAZ NOGUEIRA";22;2210623;"Urbana"
22115447;"U E PROFESSORA HELENA CARVALHO";22;2211001;"Urbana"
22115544;"ESCOLA FAMILIA AGRICOLA DO SOINHO";22;2211001;"Rural"
22116389;"U E MALAQUIAS RIBEIRO DAMASCENO";22;2210359;"Urbana"
22117121;"CEEPRU ENGENHEIRO AGRONOMO VALDEMAR CARVALHO";22;2208809;"Urbana"
22117806;"CEEPRU CONEGO CARDOSO";22;2210409;"Rural"
22118179;"U E DOM JOAQUIM R DO REGO";22;2204808;"Urbana"
22118330;"CEEP PROFESSORA ANGELINA MENDES BRAGA";22;2207900;"Urbana"
22118900;"CETI JOSE ATANASIO DE SANTANA";22;2210805;"Urbana"
22120114;"CETI DR DIONISIO RODRIGUES NOGUEIRA";22;2202901;"Urbana"
22121935;"U E NOSSA SENHORA DA PAZ";22;2211001;"Urbana"
22122044;"U E DR JERONIMO DOS SANTOS E SILVA";22;2210656;"Urbana"
22122567;"CENTRO EDUCACIONAL GASPARINO FERREIRA";22;2201929;"Urbana"
22123458;"ESCOLA FAMILIA AGRICOLA SANTA ANGELA";22;2207900;"Urbana"
22124136;"U E HILTON LEITE DE CARVALHO";22;2206720;"Urbana"
22124411;"U E PROF MANOEL NASCIMENTO";22;2201606;"Rural"
22124470;"U E PROFESSORA ISABEL RIBEIRO DE JESUS";22;2205565;"Urbana"
22124586;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO II";22;2209955;"Rural"
22124802;"U E SANTA TERESA";22;2211001;"Rural"
22124810;"ESCOLA FAMILIA AGRICOLA DE BAIXAO DO CARLOS";22;2211001;"Rural"
22124985;"U E SAO SEBASTIAO";22;2211001;"Urbana"
22125787;"U E PROFESSOR FRANCISCO LUIS DE OLIVEIRA";22;2205276;"Urbana"
22126880;"U E SANTA TERESINHA";22;2205854;"Urbana"
22126945;"U E JOB DE MACEDO BRITO";22;2202711;"Urbana"
22127020;"U E DR JOSE RIBAMAR LOPES";22;2206753;"Rural"
22127160;"U E PROFESSORA AURISTELA SOARES";22;2211001;"Urbana"
22127275;"UNID ESC LUIZ UBIRACI DE CARVALHO";22;2211605;"Urbana"
22127526;"U E PROFESSOR ANTONIO DOS REIS E SILVA";22;2201945;"Urbana"
22128441;"U E NOSSA SENHORA DO PERPETUO SOCORRO";22;2211001;"Rural"
22128450;"U E RAIMUNDO NEIVA DE SOUSA";22;2208551;"Urbana"
22128468;"U E MARCOS RODRIGUES COELHO";22;2211001;"Rural"
22128760;"CETI PROF CLEONICE DE CASTRO TELES";22;2205805;"Urbana"
22129650;"CETI PEDRO COELHO DE RESENDE";22;2201770;"Urbana"
22129723;"U E DARCY RIBEIRO";22;2201919;"Urbana"
22131035;"CETI SAO JOAO BATISTA";22;2209872;"Urbana"
22131043;"U E SEVERO ROCHA";22;2205151;"Urbana"
22131060;"U E HERMINIO BARREIRA";22;2209757;"Urbana"
22131078;"U E ANTONIO MASCARENHAS";22;2208858;"Urbana"
22131159;"CETI PEDRA MOLE";22;2211001;"Urbana"
22131167;"U E VILA PARAISO";22;2211001;"Urbana"
22131426;"U E LEDA NAPOLEAO";22;2205458;"Urbana"
22131450;"CETI PAULO FREIRE";22;2204550;"Urbana"
22131574;"U E DEP ALBERTO DE MOURA MONTEIRO";22;2209450;"Urbana"
22131582;"UNID ESC CRISTINA DE AREA LEAO";22;2206308;"Rural"
22131590;"U E MOISANIEL ALVES DE SOUSA";22;2205540;"Urbana"
22131825;"U E MARIA JUSCELINA DE ALBUQUERQUE E SILVA";22;2202554;"Urbana"
22132147;"U E MARIANO RABELO DE SEPULVIDA";22;2205599;"Urbana"
22132589;"U E FIRMO RODRIGUES SOBREIRA";22;2201176;"Urbana"
22132597;"U E ARTUR GONCALVES DE SOUSA";22;2205573;"Urbana"
22132740;"U E MENINO JOAO PEDRO";22;2203255;"Urbana"
22132902;"U E TOMAZ FRANCISCO DE SOUSA";22;2208650;"Urbana"
22133070;"U E SENADOR CHAGAS RODRIGUES";22;2207702;"Urbana"
22133674;"U E INTEGRADO ANGELIM";22;2211001;"Urbana"
22133682;"U E LUIZ UBIRACI DE CARVALHO";22;2204907;"Urbana"
22133968;"CETI ROCHA NETO";22;2207009;"Urbana"
22133976;"U E JOSE SOARES";22;2208700;"Urbana"
22134018;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO III";22;2202075;"Rural"
22134050;"U E SAO JOAO BATISTA";22;2209955;"Urbana"
22134107;"U E LEDA NAPOLEAO";22;2206654;"Urbana"
22134310;"U E TENENTE ARAUJO";22;2211001;"Urbana"
22134360;"U E VERONICA CELESTINA DIAS";22;2202117;"Urbana"
22134484;"U E HELVIDIO NUNES";22;2210938;"Urbana"
22134549;"U E PAULO FREIRE";22;2210003;"Rural"
22134565;"U E ALFREDO CARLOS ALENCAR";22;2202455;"Urbana"
22134581;"U E MARIA DE SOUSA ANDRADE";22;2210953;"Urbana"
22134611;"U E JOAQUIM MALAQUIAS";22;2205359;"Urbana"
22134620;"U E EXPEDITO CRONEMBERGER DOS REIS";22;2208874;"Urbana"
22134646;"CETI LUCINETE SANTANA DA SILVA";22;2207801;"Urbana"
22134727;"U E TERESINHA DE JESUS SOARES AMORIM";22;2207959;"Urbana"
22134794;"U E CELSA LEMOS";22;2211100;"Rural"
22134832;"U E PROFA MARIA BERONISIA DE SOUSA";22;2207934;"Urbana"
22134840;"U E OLEGARIO AURELIANO DE SOUSA";22;2201556;"Urbana"
22134859;"U E PROF VICENTE GUALBERTO RIBEIRO";22;2209658;"Urbana"
22134867;"U E DEUSA ROCHA";22;2206803;"Urbana"
22134913;"U E OSCAR GIL CASTELO BRANCO";22;2205276;"Rural"
22135030;"U E SEBASTIAO DE SOUSA";22;2201572;"Urbana"
22135065;"U E SEBASTIAO ALVES DOS REIS";22;2201051;"Urbana"
22135146;"U E ARIMATHEIA TITO FILHO";22;2202406;"Rural"
22135243;"U E MARGARIDA DA SILVA COSTA";22;2202851;"Urbana"
22135260;"U E ENSINO MEDIO DE JUREMA";22;2205532;"Urbana"
22135324;"CETI PROF UBIRACI CARVALHO";22;2209906;"Urbana"
22135383;"CETI PEDRO MENDES PESSOA";22;2201606;"Urbana"
22135456;"CEEP LICEU PARNAIBANO";22;2207702;"Urbana"
22135499;"CETI PROF ANTONIO TARCISO PEREIRA E SILVA";22;2211001;"Urbana"
22135545;"U E AREOLINO LEONCIO DA SILVA";22;2211001;"Rural"
22135553;"U E SANTA FILOMENA";22;2211001;"Rural"
22135561;"U E CONSELHEIRO SARAIVA";22;2211001;"Rural"
22135618;"U E PADRE LUIDINO DI GUIDI";22;2211001;"Urbana"
22135685;"UNIDADE ESC PROFESSOR ABELARDO PEREIRA";22;2201988;"Urbana"
22135731;"U E AGENOR DA SILVA";22;2210003;"Rural"
22135782;"U E PROF MARIA DO SOCORRO SAMPAIO MARTINS";22;2202653;"Urbana"
22135820;"COMPLEXO ESCOLAR DE LAGOA";22;2200509;"Rural"
22135863;"U E AMARO ALVES PORTELA";22;2202539;"Urbana"
22135880;"U E JORNALISTA JOAO EMILIO FALCAO";22;2211001;"Urbana"
22135901;"U E CEZAR LEAL";22;2207793;"Urbana"
22135987;"U E DEPUTADA FRANCISCA TRINDADE";22;2211001;"Urbana"
22135995;"U E OTAVIO ESCORCIO GOMES";22;2206696;"Urbana"
22136002;"CETI AUGUSTINHO BRANDAO";22;2202729;"Urbana"
22136037;"CETI PINHEIRO MACHADO";22;2202703;"Urbana"
22136045;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO IV";22;2207009;"Rural"
22136215;"U E JOAO ADROALDO PIRES SOARES";22;2211001;"Rural"
22136401;"U E MARIANO BORGES LEAL";22;2205003;"Rural"
22136410;"U E GERALDINO CLEVIS";22;2207553;"Urbana"
22136452;"U E FRANCISCA MARLUCE NUNES QUEIROZ";22;2206670;"Urbana"
22136509;"U E JOAO ANTONIO DA VERA";22;2211506;"Urbana"
22136525;"UNID ESC ANTONIO PEREIRA DE ARAUJO";22;2210375;"Urbana"
22136550;"U E SAO JOSE";22;2200954;"Urbana"
22136584;"UND ESC UMBELINO REBELO ENSINO MEDIO";22;2203701;"Urbana"
22136703;"CETI FRANCISCA TRINDADE";22;2201200;"Urbana"
22136711;"CEEPRU PROF M DE JESUS CARVALHO ROCHA";22;2201200;"Urbana"
22136746;"U E SAO RAIMUNDO NONATO";22;2203701;"Rural"
22136762;"U E MONS LINDOLFO UCHOA";22;2201200;"Urbana"
22136886;"U E FRANCIVAL RODRIGUES DO NASCIMENTO";22;2202075;"Urbana"
22136983;"U E MARIA NEUSA DE SOUSA";22;2204154;"Urbana"
22137068;"U E DONA FAUSTA DE SOUSA CRUZ";22;2210656;"Rural"
22137181;"U E JULIO CESAR DA SILVA";22;2208403;"Rural"
22137211;"U E PROF PEDRO SOARES";22;2207900;"Rural"
22137530;"U E HAYDEE LAGES MONTE";22;2201200;"Rural"
22137556;"U E JOAO ODORICO";22;2201200;"Rural"
22137777;"U E LUCIA MARIA OLIVEIRA";22;2202307;"Rural"
22137815;"UNIDADE ESCOLAR PROFESSOR LUIZ UBIRACI DE CARVALHO";22;2210805;"Rural"
22137947;"CETI DEPUTADA FRANCISCA TRINDADE";22;2202000;"Urbana"
22138021;"U E HELIO FIGUEIREDO DA FONSECA";22;2203230;"Urbana"
22138056;"UNIDADE ESCOLAR JOAQUIM ANTONIO LUSTOSA";22;2202901;"Urbana"
22138390;"U E RESIDENCIAL ESPLANADA";22;2211001;"Urbana"
22138404;"CRECHE ESPERANCA DO AMANHA";22;2211001;"Urbana"
22138412;"U E DE ENSINO MEDIO VILA MARIA";22;2211001;"Urbana"
22138420;"U E DOM HELDER CAMARA";22;2211001;"Urbana"
22138439;"U E CERQUEIRA DANTAS";22;2211001;"Urbana"
