"CO_ENTIDADE";"NO_ENTIDADE";"CO_UF";"CO_MUNICIPIO";"TP_LOCALIZACAO"
16009487;"ESC EST CHICO MENDES";16;1600709;"Rural"
16009606;"ESC EST PROF ANTONIO MESSIAS G DA SILVA";16;1600303;"Urbana"
16009649;"ESC INDIGENA EST AMATARE";16;1600279;"Rural"
16009657;"ESC INDIGENA EST FAZENDINHA";16;1600279;"Rural"
16009665;"ESC INDIGENA EST YWAWKA";16;1600501;"Rural"
16009681;"ESC INDIGENA EST OKORA YRY";16;1600154;"Rural"
16009690;"ESC INDIGENA EST KUYNPE KANPAI";16;1600279;"Rural"
16009703;"ESC EST ENTRE RIOS";16;1600709;"Rural"
16009711;"ESC INDIGENA EST KWYKWYT";16;1600501;"Rural"
16009720;"ESC INDIGENA EST AMOMMI";16;1600501;"Rural"
16009738;"ESC INDIGENA EST AATESIWAI";16;1600279;"Rural"
16009746;"ESC INDIGENA EST MOKOLOK";16;1600279;"Rural"
16009754;"ESC INDIGENA EST PIARAPO";16;1600279;"Rural"
16009789;"ESC EST N S DE NAZARE";16;1600600;"Rural"
16009940;"ESC EST PROF RODOVAL BORGES SILVA";16;1600600;"Urbana"
16010000;"ESC EST PROF NANCY NINA DA COSTA";16;1600303;"Urbana"
16010078;"ESC INDIGENA EST SANTO ANTONIO";16;1600279;"Rural"
16010086;"ESC INDIGENA EST ASANTI";16;1600279;"Rural"
16010329;"ESC INDIGENA EST CINCO MINUTOS";16;1600154;"Rural"
16010337;"ESC INDIGENA EST CTA";16;1600154;"Rural"
16010361;"ESC EST PROF NILTON BALIEIRO MACHADO";16;1600303;"Urbana"
16010370;"ESC EST PROF ANTONIO FERREIRA LIMA NETO";16;1600303;"Urbana"
16010388;"ESC INDIGENA EST ANDRE MARAPI";16;1600279;"Rural"
16010396;"ESC INDIGENA EST WARAHPO APARAI";16;1600279;"Rural"
16010418;"ESC EST PROF MARIA CAVALCANTE DE AZEVEDO PICANCO";16;1600303;"Urbana"
16010493;"ESC EST LEVINDO ALVES DOS SANTOS";16;1600600;"Rural"
16010604;"ESC EST JOSE ALVES GOUVEIA";16;1600303;"Rural"
16010620;"ESC EST SAO JOSE";16;1600303;"Urbana"
16010647;"ESC EST JOAO HENRIQUE DA SILVA";16;1600303;"Rural"
16010787;"ESC EST PROF VANDA MARIA DE SOUZA CABETE";16;1600279;"Urbana"
16010825;"ESC EST ELIAS DE FREITAS TRAJANO DE SOUZA";16;1600535;"Urbana"
16010949;"ESC EST ALZIRA DE LIMA SANTOS";16;1600709;"Urbana"
16010965;"CENTRO INTEG DE FORM PROFIS EM PESCA E AQUICULTURA DO AMAPA";16;1600600;"Urbana"
16010990;"ESCOLA ESTADUAL PROFESSORA MARIA DA SILVA MENDES";16;1600402;"Rural"
16011201;"ESC EST PROF JACINTA MARIA RODRIGUES DE CARVALHO";16;1600303;"Rural"
16011341;"ESC EST PROF RISALVA FREITAS DO AMARAL";16;1600303;"Urbana"
16011600;"CENTRO DE ATENDIMENTO AO SURDO";16;1600303;"Urbana"
16011732;"CENTRO EST DE LINGUA FRANCESA DANIELLE MITTERRAND";16;1600303;"Urbana"
16011830;"ESC EST PROF MARLY MARIA E SOUZA DA SILVA";16;1600303;"Urbana"
16011848;"ESC EST PROF ANTONIO MUNHOZ LOPES";16;1600303;"Urbana"
16011902;"CENTRO CULTURAL FRANCO AMAPAENSE";16;1600303;"Urbana"
16018001;"CENTRO EDUC PROFISSIONAL DE MUSICA WALKIRIA LIMA";16;1600303;"Urbana"
16019008;"CENTRO DE EDUC PROFISSIONAL DE ARTES VISUAIS CANDIDO PORTINARI";16;1600303;"Urbana"
16024001;"ESC EST SILVIO CAMILO";16;1600303;"Rural"
16025008;"ESC EST DE TEMPO INTEGRAL PROF DARCY RIBEIRO";16;1600303;"Urbana"
16031008;"CENTRO DE APOIO PEDAG AO DEF VISUAL";16;1600303;"Urbana"
16037006;"CENTRO DE EDUC PROF DE SANTANA PROF MARIA SALOME GOMES SARES";16;1600600;"Urbana"
16039009;"CENTRO DE ATIV DE ALTAS HABILIDADES E SUPERDOTACAO";16;1600303;"Urbana"
22000054;"CEJA PROF CONRADO AMORIM DE SOUSA";22;2201200;"Urbana"
22001530;"U E GERVASIO COSTA";22;2201200;"Urbana"
22001557;"UNID ESC HONORINA TITO";22;2201200;"Urbana"
22001573;"U E MATIAS OLIMPIO";22;2201200;"Urbana"
22001603;"CETI NOSSA SENHORA DA CONCEICAO";22;2201200;"Urbana"
22002049;"CETI CONSELHEIRO SARAIVA";22;2201507;"Urbana"
22002391;"U E DIRCEU ARCOVERDE";22;2201507;"Urbana"
22002588;"U E GAYOSO E ALMENDRA";22;2201507;"Urbana"
22002677;"U E MARIA MELO";22;2201507;"Urbana"
22002790;"U E GOV ALBERTO TAVARES SILVA";22;2201960;"Urbana"
22003100;"U E MIGUEL ARCOVERDE";22;2201960;"Urbana"
22003452;"U E VENANCIA LAGES VELOSO";22;2202059;"Urbana"
22004777;"U E PETRONIO PORTELA";22;2203701;"Urbana"
22004793;"U E ESTADO DA PARAIBA";22;2203701;"Urbana"
22004815;"CETI JOSE NOGUEIRA DE AGUIAR";22;2203701;"Urbana"
22004823;"CEEP LEONARDO DAS DORES";22;2203701;"Urbana"
22005242;"U E DOROTEU SERTAO";22;2205409;"Urbana"
22005315;"U E JOSE MENDES VASCONCELOS";22;2205409;"Urbana"
22006117;"UNIDADE ESCOLAR FRANCISCO CARVALHO";22;2205805;"Urbana"
22006184;"U E JOAO FRANCISCO";22;2205805;"Urbana"
22006249;"CEJA JOSE LOPES DE ARAUJO";22;2205805;"Urbana"
22006800;"U E JOAO DE ASSIS MARQUES";22;2205805;"Urbana"
22006850;"U E LUIS TEIXEIRA";22;2205805;"Urbana"
22007318;"U E AUGUSTO CESAR MAIA";22;2206100;"Urbana"
22007423;"U E FRANCISCO TOMAZ";22;2209971;"Urbana"
22007431;"U E JOSE AMAVEL";22;2206100;"Urbana"
22008730;"CETI CECILIA LACERDA";22;2206209;"Urbana"
22008780;"U E PIO XII";22;2206209;"Urbana"
22009019;"U E PROF ARIMATHEA";22;2206803;"Urbana"
22009035;"U E SIGEFREDO PACHECO";22;2206803;"Rural"
22009094;"UNID ESC LAZARO ROCHA";22;2206803;"Urbana"
22009213;"CENTRO SOCIAL URBANO CRECHE VIDA NOVA";22;2208403;"Urbana"
22010092;"UNIDADE ESCOLAR TABAJARA YPI CHICA CEARENSE";22;2208403;"Rural"
22010254;"U E JUDITH ALVES SANTANA";22;2208403;"Urbana"
22010467;"CETI JOSE NARCISO DA ROCHA FILHO";22;2208403;"Urbana"
22010483;"CETI BAURELIO MANGABEIRA";22;2208403;"Urbana"
22010505;"CETI DES JOSE DE ARIMATHEA TITO";22;2208403;"Urbana"
22010513;"CEJA PROFESSORA COTA SAMPAIO";22;2208403;"Urbana"
22010521;"U E PROF NENEM CAVALCANTE";22;2208403;"Urbana"
22010530;"U E PROFESSORA SINHA CARVALHO";22;2208403;"Urbana"
22010556;"U E CASSIANA ROCHA";22;2208403;"Urbana"
22010572;"U E EMB ESPEDITO RESENDE";22;2208403;"Urbana"
22010599;"U E JOAO COELHO DE RESENDE";22;2208403;"Urbana"
22011048;"CETI OTAVIO FALCAO";22;2208502;"Urbana"
22011145;"U E MIGUEL NUNES DE SALES";22;2208502;"Urbana"
22011170;"U E SAO JOSE";22;2202174;"Urbana"
22012419;"U E ZEZITA SAMPAIO";22;2202000;"Urbana"
22012508;"CEJA LEONIDAS MELO";22;2202000;"Urbana"
22013555;"U E JOSE BASSON";22;2202703;"Urbana"
22013601;"U E EMILIA SOARES ARAUJO";22;2202703;"Urbana"
22014160;"U E RAIMUNDO MIRANDA DE BRITO";22;2205706;"Urbana"
22014209;"UNID ESC JOAQUIM BRITO";22;2202083;"Urbana"
22014306;"U E MANOEL RICARDO";22;2202083;"Urbana"
22014314;"U E MANOEL RODRIGUES VIEIRA";22;2205706;"Urbana"
22014322;"U E PEDRO II";22;2205706;"Rural"
22014373;"U E RICARDO AUGUSTO VELOSO";22;2205706;"Urbana"
22014470;"CETI ZULMIRA XAVIER";22;2205706;"Urbana"
22014500;"CEJA JONAS CORREIA";22;2207702;"Urbana"
22014535;"CETI LIMA REBELO";22;2207702;"Urbana"
22015159;"U E FRANCISCO CORREIA";22;2207702;"Urbana"
22015191;"ESCOLA SAO FRANCISCO DOS CAPUCHINHOS";22;2207702;"Urbana"
22015221;"CEEP MINISTRO PETRONIO PORTELLA";22;2207702;"Urbana"
22015469;"U E JONAS CORREIA";22;2204659;"Urbana"
22015736;"U E DR JOAO SILVA FILHO";22;2207702;"Urbana"
22015752;"U E JEANETE SOUSA";22;2207702;"Urbana"
22015787;"U E OZIAS CORREIA";22;2207702;"Urbana"
22015795;"U E PADRE RAIMUNDO JOSE VIEIRA";22;2207702;"Urbana"
22015809;"CETI POLIVALENTE LIMA REBELO";22;2207702;"Urbana"
22015841;"U E CANDIDO OLIVEIRA";22;2207702;"Urbana"
22015868;"U E PAULO FREIRE";22;2202729;"Rural"
22015876;"U E EDSON DA PAZ CUNHA";22;2207702;"Urbana"
22015884;"U E EPAMINONDAS CASTELO BRANCO";22;2207702;"Urbana"
22015892;"CETI JOSE EUCLIDES DE MIRANDA";22;2207702;"Urbana"
22015906;"UNIDADE ESCOLAR JOAZ RABELO DE SOUZA";22;2207702;"Urbana"
22015973;"U E EDISON CUNHA";22;2207702;"Urbana"
22016031;"UNID ESC JOSE NARCISO";22;2207702;"Urbana"
22016040;"U E MAROCAS LIMA";22;2204659;"Urbana"
22016082;"U E PROF RAQUEL MAGALHAES";22;2207702;"Urbana"
22016694;"U E PATRONATO IRMAOS DANTAS";22;2208304;"Urbana"
22016724;"CETI HESICHIA DE SOUSA BRITO";22;2208304;"Urbana"
22016937;"U E ANISIO BRITO";22;2208304;"Urbana"
22017011;"CETI INES MARIA DE SOUSA ROCHA";22;2208304;"Urbana"
22017771;"U E CAZUZA BARBOSA";22;2200400;"Urbana"
22017992;"U E AFONSO MAFRENSE";22;2200400;"Urbana"
22018026;"U E ALTINA PESTANA";22;2200400;"Urbana"
22018042;"U E ANISIO LIMA";22;2200400;"Urbana"
22018107;"U E HUGO NAPOLEAO";22;2200400;"Urbana"
22018174;"U E MARIO RAULINO";22;2200400;"Urbana"
22018204;"CEEP PIO XII";22;2200400;"Urbana"
22018220;"CETI RAMA BOA";22;2200400;"Urbana"
22018654;"U E LUIZ ALVES DE ALMEIDA";22;2201606;"Urbana"
22019294;"U E RAIMUNDO MARTINS";22;2202737;"Urbana"
22019740;"U E ANTONIETA RIBEIRO MORAES";22;2203305;"Urbana"
22019790;"U E DOMINGOS ALVES DA COSTA";22;2203305;"Urbana"
22019804;"U E FRANCISCO LUIS DE MORAES";22;2205581;"Urbana"
22019839;"UNID ESCOLA JACOB BARBOSA";22;2203305;"Urbana"
22019871;"UNID ESC WLADIMIR DE ABREU";22;2203305;"Urbana"
22019952;"U E FIRMO JOSE DA CUNHA";22;2205508;"Rural"
22020810;"U E GOV PEDRO FREITAS";22;2205508;"Urbana"
22020942;"CETI ANTONIO FREITAS";22;2205508;"Urbana"
22020969;"CETI FERDINAND FREITAS";22;2205508;"Urbana"
22021060;"U E ELON MACHADO MOITA";22;2205557;"Urbana"
22021310;"U E ESTADO DO ACRE";22;2206308;"Urbana"
22021868;"U E DR NORONHA FILHO";22;2206407;"Urbana"
22021922;"U E RAIMUNDO PESSOA";22;2206407;"Urbana"
22021990;"CETI JOAO MENDES OLIMPIO DE MELO";22;2211001;"Urbana"
22022007;"CETI PROF BALDUINO BARBOSA DE DEUS";22;2211001;"Urbana"
22022015;"U E PROFESSOR MELO MAGALHAES";22;2211001;"Urbana"
22022040;"U E PROF JAMES AZEVEDO";22;2211001;"Urbana"
22022112;"U E DEP ATILA LIRA";22;2211001;"Urbana"
22022120;"CETI GOVERNADOR FREITAS NETO";22;2211001;"Urbana"
22022147;"CENTRO DE HABILITACAO ANA CORDEIRO";22;2211001;"Urbana"
22022287;"CEJA PROFESSOR ARTUR FURTADO";22;2211001;"Urbana"
22022295;"CEJA PROFESSOR CLAUDIO FERREIRA";22;2211001;"Urbana"
22022376;"CETI ZACARIAS DE GOIS";22;2211001;"Urbana"
22023208;"CEJA GAYOSO E ALMENDRA";22;2211001;"Urbana"
22025308;"CETI GOVERNADOR DIRCEU MENDES ARCOVERDE";22;2211001;"Urbana"
22025316;"CEEP EM SAUDE MONS JOSE LUIS BARBOSA CORTEZ";22;2211001;"Urbana"
22025324;"CEEP PREF JOAO MENDES OLIMPIO DE MELO";22;2211001;"Urbana"
22026304;"U E TERESINHA NUNES";22;2211001;"Urbana"
22026487;"CEJA PROF MARIA RODRIGUES DAS MERCEDES";22;2211001;"Urbana"
22026495;"CEJA PROFESSORA SHIRLEY COSTA E SILVA";22;2211001;"Urbana"
22026878;"CETI MONS RAIMUNDO NONATO MELO";22;2211001;"Urbana"
22026894;"U E PROFESSOR FELISMINO FREITAS";22;2211001;"Urbana"
22026908;"U E ANTONIO DE ALMENDRA FREITAS";22;2211001;"Urbana"
22026924;"U E GOVERNADOR JOAO CLIMACO DALMEIDA";22;2211001;"Urbana"
22026932;"UNIDADE ESCOLAR DEPUTADO TERTULIANO MILTON BRANDAO";22;2211001;"Urbana"
22026940;"U E DESEMBARGADOR ROBERT CARVALHO FREITAS";22;2211001;"Urbana"
22026975;"U E DOM SEVERINO";22;2211001;"Urbana"
22026983;"U E DOMICIO MAGALHAES DE MELO";22;2211001;"Urbana"
22026991;"U E DR AGNELO PEREIRA DA SILVA";22;2211001;"Urbana"
22027041;"U E GOV ALBERTO TAVARES E SILVA";22;2211001;"Urbana"
22027068;"U E JOAO EMILIO FALCAO COSTA";22;2211001;"Urbana"
22027092;"U E PROFESSOR JOAO SOARES DA SILVA";22;2211001;"Urbana"
22027130;"UNID ESC N S DO PERPETUO SOCORRO";22;2211001;"Urbana"
22027190;"CEJA PROF ANGELINA DE MOURA LEAL";22;2211001;"Urbana"
22027203;"U E PROFESSOR ANTONIO MARIA MADEIRA";22;2211001;"Urbana"
22027238;"U E PROFESSOR JOSE CAMILO DA SILVEIRA FILHO";22;2211001;"Urbana"
22027262;"CETI MOACI MADEIRA CAMPOS";22;2211001;"Urbana"
22027289;"U E PROF ODYLO DE BRITO RAMOS";22;2211001;"Urbana"
22027297;"CETI PROFESSOR RALDIR CAVALCANTE BASTOS";22;2211001;"Urbana"
22027319;"CETI PROFESSOR DARCY ARAUJO";22;2211001;"Urbana"
22027327;"CETI PROFESSOR JOCA VIEIRA";22;2211001;"Urbana"
22027335;"U E PROFA ADAMIR LEAL";22;2211001;"Urbana"
22027343;"CETI PROFA MARIA DA CONCEICAO SALOME";22;2211001;"Urbana"
22027360;"U E SANTA INES";22;2211001;"Urbana"
22027416;"U E ANITA GAYOSO";22;2211001;"Urbana"
22027424;"U E DEMERVAL LOBAO";22;2211001;"Urbana"
22027432;"U E DEP ALBERTO MONTEIRO";22;2211001;"Urbana"
22027440;"U E DEP JOAQUIM GOMES CALADO";22;2211001;"Urbana"
22027459;"U E DESEMBARGADOR HELI SOBRAL";22;2211001;"Urbana"
22027475;"CETI DIDACIO SILVA";22;2211001;"Urbana"
22027483;"U E ESTADO DE SAO PAULO";22;2211001;"Urbana"
22027505;"CEJA FRANCISCO CESAR DE ARAUJO";22;2211001;"Urbana"
22027513;"U E FREI HELIODORIO";22;2211001;"Urbana"
22027548;"U E MARECHAL RONDON";22;2211001;"Urbana"
22027556;"CETI MARIA MODESTINA BEZERRA";22;2211001;"Urbana"
22027564;"U E MATIAS OLIMPIO";22;2211001;"Urbana"
22027599;"U E NAIR GONCALVES";22;2211001;"Urbana"
22027602;"CETI PEQUENA RUBIM";22;2211001;"Urbana"
22027610;"CETI PROFESSOR PIRES DE CASTRO";22;2211001;"Urbana"
22027629;"U E PREFEITO FREITAS NETO";22;2211001;"Urbana"
22027653;"CETI PROF MILTON AGUIAR";22;2211001;"Urbana"
22027661;"CETI PROF PINHEIRO MACHADO";22;2211001;"Urbana"
22027670;"U E PROFESSOR RAIMUNDO PORTELA";22;2211001;"Urbana"
22027700;"CETI PROFESSOR EDGAR TITO";22;2211001;"Urbana"
22027726;"U E DESEMBARGADOR HENRIQUE COUTO";22;2211001;"Urbana"
22027742;"CEEP PAULO FERRAZ";22;2211001;"Urbana"
22027769;"U E PROFESSORA AUREA FREIRE";22;2211001;"Urbana"
22027777;"CETI PROFA JULIA NUNES ALVES";22;2211001;"Urbana"
22027831;"U E ANICOTA BURLAMAQUI";22;2211001;"Urbana"
22027874;"U E PADRE ANTONIO JOSE DO REGO";22;2211001;"Urbana"
22027904;"U E BARAO DE GURGUEIA";22;2211001;"Urbana"
22027939;"U E BENJAMIN BAPTISTA";22;2211001;"Urbana"
22027963;"U E CALUZINHA FREIRE";22;2211001;"Urbana"
22028021;"U E CRISTINO CASTELO BRANCO";22;2211001;"Urbana"
22028137;"CETI DR FONTES IBIAPINA";22;2211001;"Urbana"
22028145;"CETI DUQUE DE CAXIAS";22;2211001;"Urbana"
22028188;"U E ENGENHEIRO SAMPAIO";22;2211001;"Urbana"
22028242;"U E FIRMINA SOBREIRA";22;2211001;"Urbana"
22028250;"U E FLORISA SILVA";22;2211001;"Urbana"
22028269;"U E GABRIEL FERREIRA";22;2211001;"Urbana"
22028307;"U E GERVASIO COSTA";22;2211001;"Urbana"
22028315;"U E GODOFREDO FREIRE";22;2211001;"Urbana"
22028358;"UNIDADE ESCOLAR PROFESSORA HELENA AQUINO";22;2211001;"Urbana"
22028366;"CETI HELVIDIO NUNES";22;2211001;"Urbana"
22028439;"U E JOEL RIBEIRO";22;2211001;"Urbana"
22028455;"CETI PROF JOSE AMAVEL";22;2211001;"Urbana"
22028471;"U E JOSE CANDIDO FERRAZ";22;2211001;"Urbana"
22028560;"U E LOURIVAL PARENTE";22;2211001;"Urbana"
22028579;"U E LUCIDIO PORTELLA";22;2211001;"Urbana"
22028609;"U E MARIA DINA SOARES";22;2211001;"Urbana"
22028625;"CEJA PROF MARIA DO CARMO REVERDOSA DA CRUZ";22;2211001;"Urbana"
22028650;"U E MARTINS NAPOLEAO";22;2211001;"Urbana"
22028668;"U E MELVIN JONES";22;2211001;"Urbana"
22028676;"U E PROF MERCEDES COSTA";22;2211001;"Urbana"
22028692;"U E MONSENHOR CICERO PORTELA NUNES";22;2211001;"Urbana"
22028820;"CETI PADRE JOAQUIM NONATO GOMES";22;2211001;"Urbana"
22028846;"U E PETRONIO PORTELA";22;2211001;"Urbana"
22028900;"U E POLIVALENTE PRES CASTELO BRANCO";22;2211001;"Urbana"
22028951;"U E PROFESSOR AGRIPINO OLIVEIRA";22;2211001;"Urbana"
22028960;"CETI MARIA MELO";22;2211001;"Urbana"
22029010;"U E PROFA OSMARINA";22;2211001;"Urbana"
22029028;"U E PROFESSORA MARIA DE LOURDES REBELO";22;2211001;"Urbana"
22029044;"U E RAIMUNDO WALL FERRAZ";22;2211001;"Urbana"
22029079;"U E SEVERIANO SOUSA";22;2211001;"Urbana"
22029087;"U E SIGEFREDO PACHECO";22;2211001;"Urbana"
22029117;"U E SINVAL DE CASTRO";22;2211001;"Urbana"
22029125;"CETI SOLANGE SINIMBU VIANA AREA LEAO";22;2211001;"Urbana"
22029192;"U E PROFESSOR TOMAZ AREA LEAO FILHO";22;2211001;"Urbana"
22029435;"CEJA LUIS CARLOS BOA VISTA R MONTEIRO";22;2211100;"Urbana"
22029524;"U E BENEDITO MOURA";22;2211100;"Urbana"
22029826;"UNID ESC PE ANTONIO JOSE DO REGO";22;2211100;"Urbana"
22029869;"U E PROFA ELISA SOUSA";22;2211100;"Rural"
22029982;"CETI FENELON CASTELO BRANCO";22;2211100;"Urbana"
22030018;"UNID ESC MARIA CASTELO BRANCO MEDEIROS";22;2211100;"Urbana"
22030123;"U E BARAO DE GURGUEIA";22;2211100;"Urbana"
22030158;"U E FILINTO REGO";22;2211100;"Urbana"
22030174;"U E IRMA MARIA SIMPLICIA";22;2211100;"Urbana"
22030204;"U E MARCOS PARENTE";22;2211100;"Urbana"
22031405;"U E ANTONIO VITORIO DE SOUSA";22;2206951;"Urbana"
22031529;"UNID ESC SEBASTIAO VIEIRA DE ALENCAR";22;2200301;"Urbana"
22031570;"U E ACRISIO VERAS";22;2200301;"Urbana"
22031596;"U E CANTIDIO SARAIVA";22;2200301;"Urbana"
22031804;"U E ANTONIO DEROMI SOARES";22;2202026;"Urbana"
22032339;"CETI RAIMUNDINHO ANDRADE";22;2202208;"Urbana"
22033971;"CEJA PROFESSORA MULATA LIMA";22;2202208;"Urbana"
22033998;"CETI CANDIDO BORGES CASTELO BRANCO";22;2202208;"Urbana"
22034030;"U E PATRONATO N S DE LOURDES";22;2202208;"Urbana"
22034056;"U E 13 DE MARCO";22;2202208;"Urbana"
22034072;"U E BRIOLANJA GENUINO DE OLIVEIRA";22;2202208;"Urbana"
22034080;"UNID ESC HILDA MIRANDA";22;2202208;"Urbana"
22034102;"U E LEOPOLDO PACHECO";22;2202208;"Urbana"
22034110;"UNID ESC MARION SARAIVA";22;2202208;"Urbana"
22034129;"UNID ESC MONSENHOR MATEUS";22;2202208;"Urbana"
22034145;"U E VALDIVINO TITO";22;2202208;"Urbana"
22034188;"UNID ESC DO BAIRRO CARIRI";22;2202208;"Urbana"
22034218;"U E JOSE OLIMPIO DA PAZ";22;2202208;"Urbana"
22034242;"U E PAULO FERRAZ";22;2202208;"Urbana"
22034250;"U E PETRONIO PORTELA";22;2202208;"Urbana"
22034781;"U E PAULO FERRAZ";22;2202406;"Urbana"
22035320;"U E DE JOAO ALVES DE MACEDO FILHO";22;2205516;"Urbana"
22035583;"U E FRANCISCO SALES MARTINS";22;2202604;"Urbana"
22035702;"U E EULINA CAMPOS";22;2202604;"Urbana"
22035710;"UNID ESC PE EXPEDITO CARNEIRO DE AGUIAR";22;2202604;"Urbana"
22035907;"CETI CONEGO CARDOSO";22;2202604;"Urbana"
22036369;"U E MARIA ISAIAS DE JESUS";22;2203420;"Urbana"
22037772;"U E DEPUTADO MILTON BRANDAO";22;2207900;"Urbana"
22038124;"CETI TERTULIANO SOLON BRANDAO";22;2207900;"Urbana"
22038272;"U E MARIA MENDES MOURAO";22;2207900;"Urbana"
22038299;"U E TERTULIANO BRANDAO FILHO";22;2207900;"Urbana"
22038302;"UNID ESC TOMAZ CAFE DE OLIVEIRA";22;2207900;"Urbana"
22038876;"UNIDADE ESCOLAR NOSSA SENHORA DA CONCEICAO";22;2209906;"Urbana"
22038906;"UNID ESC DR MANOEL TOMAZ DA SILVA";22;2209906;"Urbana"
22038914;"U E JOAO MARIANO RIBEIRO";22;2209906;"Urbana"
22040358;"U E DONA ROSAURA MUNIZ BARRETO";22;2210409;"Urbana"
22040676;"CETI LIMA REBELO";22;2210409;"Urbana"
22041222;"CETI JOAO FERRY";22;2200103;"Urbana"
22041591;"U E MENINO JESUS";22;2200202;"Urbana"
22041621;"CETI MONSENHOR BOSON";22;2200202;"Urbana"
22041680;"U E WALL FERRAZ";22;2200202;"Urbana"
22042130;"U E PROF ANTONIO CASTRO";22;2200509;"Urbana"
22042237;"U E DA COSTA E SILVA";22;2200509;"Urbana"
22042270;"U E EDUARDO FERREIRA";22;2200509;"Urbana"
22042288;"UNID ESC MARCOS PARENTE";22;2200509;"Urbana"
22042385;"CETI POLIVALENTE";22;2200509;"Urbana"
22042660;"U E ATILA LIRA";22;2200608;"Urbana"
22042679;"CETI DEMERVAL LOBAO";22;2200608;"Urbana"
22042695;"UNID ESC FRANCELINO PEREIRA";22;2200608;"Urbana"
22042709;"UNID ESC PROF PAULO NUNES";22;2200608;"Urbana"
22042717;"UNID ESC VENANCIO DOS SANTOS";22;2200608;"Urbana"
22042768;"UNID ESC JOSE VIEIRA DE CARVALHO";22;2201002;"Rural"
22042784;"UNID ESC LUIS PIRES";22;2201002;"Rural"
22042830;"U E GONCALO NUNES";22;2201002;"Urbana"
22042938;"U E SILVESTRE ROCHA";22;2201002;"Urbana"
22042954;"U E ADALBERTO CORREIA LIMA";22;2207108;"Urbana"
22043128;"U E NOEMIA DO CARMO SANTANA";22;2201408;"Urbana"
22043136;"UNID ESC AFRANIO NUNES";22;2201408;"Urbana"
22043187;"U E BENEDITO MARTINS NAPOLEAO";22;2201408;"Urbana"
22043438;"UNID ESC JOAO PEREIRA DE SOUSA";22;2204105;"Urbana"
22043454;"UNID ESC MARIA AYRES LIMA";22;2204105;"Urbana"
22043462;"UNID ESC NOSSA SENHORA DE FATIMA";22;2204105;"Rural"
22043659;"U E ANTONIO FREITAS";22;2204600;"Urbana"
22043667;"U E JOAO PITOMBEIRA";22;2204600;"Urbana"
22043853;"U E JOSE BORBA DE CARVALHO";22;2205250;"Urbana"
22044590;"JOAQUIM BARBOSA DE ALMEIDA";22;2207504;"Urbana"
22044752;"U E SEBASTIAO SOARES RIBEIRO";22;2207504;"Urbana"
22045058;"U E COSTA E SILVA";22;2207751;"Urbana"
22045473;"GRUPO ESCOLAR DR FRANCISCO DE AREA LEAO";22;2208809;"Urbana"
22045503;"CEJA MARIA DO AMPARO MACEDO SILVA";22;2208809;"Urbana"
22045570;"UNID ESC BENEDITO NEIVA";22;2208809;"Urbana"
22045678;"UNID ESC SEN JOAQUIM RIBEIRO GONCALVES";22;2208809;"Urbana"
22045686;"CETI AURORA BARBOSA DE OLIVEIRA";22;2208809;"Urbana"
22045694;"UNID ESC ALBERTO LEAL NUNES";22;2208809;"Urbana"
22045716;"U E ANTONIO DE NEIVA";22;2208809;"Urbana"
22045740;"UNID ESC FRANCISCO NUNES";22;2208809;"Urbana"
22045767;"UNID ESC JOAO NUNES";22;2208809;"Urbana"
22045783;"UNID ESC LUIS MOREIRA RAMOS";22;2208809;"Urbana"
22045864;"GIN NOT FRANCISCO NUNES ANEXO";22;2209450;"Urbana"
22045910;"U E FRANCISCO NUNES";22;2209807;"Urbana"
22046020;"UNID ESC SANTA CRUZ";22;2209807;"Urbana"
22046046;"U E SEBASTIAO CRUZ";22;2209807;"Urbana"
22046410;"UNID OPERACIONAL DO SERSE";22;2210508;"Urbana"
22046429;"UNID ESC ARIMATEIA TITO FILHO";22;2210508;"Rural"
22046445;"CETI LANDRI SALES";22;2210508;"Urbana"
22046461;"U E MANOEL SOARES TEIXEIRA";22;2210508;"Urbana"
22046755;"UNIDADE ESCOLAR JARBAS MARTINS";22;2200905;"Urbana"
22046925;"UNIDADE ESCOLAR JEREMIAS PEREIRA DA SILVA";22;2200905;"Urbana"
22047484;"CEEP BENEDITO PORTELA LEAL";22;2203503;"Urbana"
22047590;"U E MOISES LIMA VERDE";22;2203503;"Urbana"
22047921;"U E LUIS DE CASTRO";22;2204006;"Urbana"
22048340;"U E MANOEL FERREIRA BARBOSA DE MACEDO";22;2204709;"Urbana"
22048413;"U E ANTONIO DE DEUS CARVALHO";22;2204709;"Urbana"
22048456;"U E JOAO DE DEUS CARVALHO";22;2204709;"Urbana"
22048766;"U E EUSTACHIO PORTELLA";22;2206902;"Urbana"
22048928;"U E SENADOR CHAGAS RODRIGUES";22;2206902;"Urbana"
22048995;"U E ANTONIO GENTIL DANTAS SOBRINHO";22;2208106;"Urbana"
22049126;"UNIDADE ESCOLAR ENEAS NOGUEIRA";22;2208106;"Urbana"
22049690;"U E AMANDO MOURA";22;2208601;"Urbana"
22050027;"U E EUSTAQUIO PORTELA";22;2209153;"Urbana"
22050043;"U E RITINHA ROSA DE MOURA";22;2210383;"Urbana"
22050370;"U E SATURNINO MOURA";22;2209609;"Urbana"
22050450;"UNIDADE ESCOLAR SANTO ANTONIO";22;2211308;"Urbana"
22050922;"CETI DONA MARIA ANTONIETA TORRES DOS REIS VELOSO";22;2211308;"Urbana"
